fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
4.694113,3.4332702,4.1313787,4.00738,6.337808,3.2087674,3.8922858,4.8333755,5.2526126,1.9455767,1
4.7253075,4.4792595,4.984791,3.9606771,6.459817,4.409828,6.3245573,4.679742,1.3233721,2.6572883,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.694234,3.4333653,4.131663,4.0071383,6.337388,3.2078624,3.892152,4.8331585,5.2525315,1.9456648,1
4.69863,3.4336207,4.122457,4.020972,6.3718424,3.29659,3.906429,4.85769,5.296102,1.9428631,1
4.69882,3.4337323,4.1225286,4.0210276,6.37213,3.2977622,3.9065795,4.8579764,5.2967987,1.9429008,1
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.724539,4.4883018,5.0140986,3.9333644,6.425048,4.4088306,6.3124084,4.675822,1.3067594,2.6875849,0
4.6993647,3.434068,4.122847,4.0210266,6.372634,3.2999659,3.9068866,4.8585815,5.2987423,1.9430426,1
4.7003922,3.434968,4.122534,4.022449,6.376135,3.319892,3.908577,4.8617225,5.3003893,1.9432596,1
4.733611,4.5263467,5.0950146,3.8705373,6.362059,4.4158344,6.3239503,4.675416,1.2621903,2.769846,0
4.7251434,4.497738,5.0461683,3.9059534,6.3922296,4.409033,6.3056464,4.672975,1.2893258,2.7175798,0
4.7353,4.4873695,4.9674344,3.9867668,6.50673,4.4188995,6.368329,4.6909375,1.3345032,2.6363385,0
4.6967435,3.4324923,4.121723,4.020442,6.3690643,3.2850356,3.9049633,4.85489,5.289229,1.9424751,1
4.731393,3.4710295,4.209256,3.9329457,6.204452,2.9803128,3.8509276,4.772552,5.2315054,1.9772093,1
4.724168,4.4711347,4.968323,3.9736772,6.4736404,4.409031,6.3251686,4.6804233,1.3322449,2.6400046,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.737156,4.491101,4.9697895,3.9865055,6.509306,4.420503,6.374708,4.6923904,1.3333325,2.638639,0
4.7244663,4.472108,4.969625,3.9728613,6.4731274,4.4092765,6.3259144,4.6805615,1.3315647,2.6413455,0
4.7004046,3.4346972,4.123415,4.0210776,6.3737044,3.3044572,3.9075158,4.8598037,5.3025117,1.9432986,1
4.7246037,4.471706,4.9680004,3.9743786,6.475159,4.4094195,6.326927,4.680858,1.3324524,2.639638,0
4.707349,3.4473152,4.172535,3.9681237,6.2558923,3.0464604,3.8643315,4.789295,5.2061505,1.960058,1
4.7252626,4.479611,4.9858937,3.9596624,6.45851,4.4097767,6.324019,4.679584,1.3227646,2.6584945,0
4.699646,3.4342377,4.1229596,4.0210996,6.373036,3.3016555,3.9071016,4.8589907,5.2997556,1.9431026,1
4.7251024,4.4792676,4.985705,3.9596882,6.4582925,4.4096394,6.323467,4.6794605,1.3228709,2.6582708,0
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.6966367,3.4333396,4.1260047,4.0145254,6.3572135,3.2504153,3.9003265,4.84712,5.2837334,1.9439245,1
4.69882,3.4337323,4.1225286,4.0210276,6.37213,3.2977622,3.9065795,4.8579764,5.2967987,1.9429008,1
4.724308,4.4795127,4.989815,3.955336,6.451747,4.4089026,6.319056,4.678309,1.3206027,2.6627138,0
4.701129,3.4350903,4.123054,4.022215,6.376561,3.315952,3.9087896,4.862105,5.305221,1.943279,1
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.695872,3.432795,4.1253476,4.0148654,6.357119,3.2488873,3.9000988,4.8466296,5.281085,1.943638,1
4.7239275,4.493193,5.036688,3.913165,6.399225,4.4080725,6.303647,4.672887,1.294519,2.7084882,0
4.7207003,4.476102,4.997399,3.9449959,6.433401,4.4056673,6.302819,4.674188,1.3161751,2.6703057,0
4.698714,3.433716,4.123482,4.0195565,6.369218,3.2859902,3.905408,4.8559113,5.2963753,1.9431297,1
4.7252865,4.4982333,5.0471077,3.905253,6.3915877,4.409148,6.30593,4.673004,1.2888067,2.7184923,0
4.717923,4.4709706,4.9958644,3.9436746,6.427444,4.4032564,6.292604,4.67182,1.3169025,2.6687212,0
4.724228,4.4715233,4.9690986,3.9730864,6.4730268,4.4090743,6.3251634,4.6803994,1.3318383,2.6408017,0
4.701534,3.4353247,4.122935,4.0227375,6.3779364,3.3216763,3.9094164,4.8632464,5.306667,1.9432945,1
4.699466,3.4341307,4.1229057,4.021026,6.372729,3.3003733,3.9069445,4.858695,5.299108,1.9430689,1
4.699746,3.434299,4.1231008,4.020978,6.3728995,3.3010726,3.9070663,4.8589406,5.3001356,1.943147,1
4.7036724,3.436641,4.1248746,4.021715,6.3779907,3.3220103,3.909854,4.8642683,5.3144712,1.9440088,1
4.733884,4.5346613,5.120024,3.8495593,6.3370347,4.4157977,6.317395,4.673135,1.2488382,2.797067,0
4.7251024,4.4792676,4.985705,3.9596882,6.4582925,4.4096394,6.323467,4.6794605,1.3228709,2.6582708,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.724309,4.480347,4.992078,3.9533224,6.4492855,4.4088783,6.3183312,4.678067,1.319346,2.6651237,0
4.6938167,3.4330459,4.1308155,4.0078344,6.338511,3.2101805,3.8924892,4.8336883,5.2524214,1.9453942,1
4.7037063,3.4366238,4.123952,4.0230956,6.3806562,3.3328981,3.9109204,4.8661284,5.31459,1.9437815,1
4.7222776,4.4870214,5.0235047,3.9230323,6.408805,4.406763,6.3010244,4.672773,1.3015933,2.696192,0
4.723939,4.493235,5.036774,3.9131007,6.399164,4.408082,6.3036675,4.6728883,1.2944723,2.7085707,0
4.703014,3.4362056,4.123613,4.023001,6.3798275,3.3294075,3.9104555,4.865233,5.312088,1.9436204,1
4.7389746,4.494327,4.9710507,3.987298,6.513073,4.4220915,6.381361,4.6939383,1.3328288,2.639695,0
4.7361927,4.493793,4.9789863,3.9769478,6.4963417,4.4195156,6.3679295,4.6904497,1.3278072,2.6494937,0
4.6960087,3.4329228,4.125768,4.014464,6.356385,3.2467725,3.8998325,4.846184,5.280818,1.9437793,1
4.7222214,4.4740224,4.984471,3.9580293,6.4517612,4.4071336,6.3127675,4.67697,1.3234458,2.6569703,0
4.6966968,3.4361176,4.142847,3.9966118,6.314644,3.158568,3.8840446,4.819686,5.235662,1.9490433,1
4.7239275,4.493193,5.036688,3.913165,6.399225,4.4080725,6.303647,4.672887,1.294519,2.7084882,0
4.724308,4.4795127,4.989815,3.955336,6.451747,4.4089026,6.319056,4.678309,1.3206027,2.6627138,0
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.696322,3.4322255,4.121177,4.020838,6.369411,3.2863894,3.9050303,4.854948,5.287549,1.942307,1
4.6976624,3.4330616,4.1225567,4.020014,6.369109,3.285341,3.9051585,4.855346,5.292595,1.942781,1
4.6965284,3.4323528,4.121345,4.020779,6.3694954,3.2867675,3.9051013,4.855099,5.288335,1.9423683,1
4.7250032,4.4711657,4.9652877,3.9773245,6.479343,4.409813,6.3292775,4.681543,1.3341206,2.6364908,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.737381,4.4916234,4.970243,3.9863033,6.5094166,4.4206953,6.375417,4.6925464,1.3330861,2.6391127,0
4.7252626,4.479611,4.9858937,3.9596624,6.45851,4.4097767,6.324019,4.679584,1.3227646,2.6584945,0
4.737381,4.4916234,4.970243,3.9863033,6.5094166,4.4206953,6.375417,4.6925464,1.3330861,2.6391127,0
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.7062464,3.438102,4.1238523,4.0252714,6.3874006,3.3586755,3.9140687,4.8718834,5.324503,1.9440023,1
4.7239275,4.493193,5.036688,3.913165,6.399225,4.4080725,6.303647,4.672887,1.294519,2.7084882,0
4.7340612,4.535352,5.1212134,3.848681,6.336243,4.415938,6.3177123,4.673171,1.2481842,2.7983928,0
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.7340612,4.535352,5.1212134,3.848681,6.336243,4.415938,6.3177123,4.673171,1.2481842,2.7983928,0
4.701031,3.4350407,4.1231465,4.021999,6.376055,3.313937,3.9085703,4.861712,5.304845,1.9432933,1
4.6986747,3.4336486,4.122513,4.0209274,6.3718023,3.2964227,3.9064221,4.857682,5.2962685,1.9428818,1
4.7222776,4.4870214,5.0235047,3.9230323,6.408805,4.406763,6.3010244,4.672773,1.3015933,2.696192,0
4.6996484,3.4342399,4.1230254,4.021005,6.3728595,3.3008966,3.907031,4.858868,5.2997794,1.9431175,1
4.6996355,3.4342349,4.12304,4.020974,6.3727865,3.300641,3.9070013,4.858813,5.2997217,1.9431213,1
4.6970334,3.4326622,4.121746,4.020651,6.369733,3.2878108,3.9052854,4.85549,5.290263,1.9425138,1
4.7251024,4.4792676,4.985705,3.9596882,6.4582925,4.4096394,6.323467,4.6794605,1.3228709,2.6582708,0
4.7418776,4.5075603,4.9912086,3.9711394,6.4980807,4.424328,6.386051,4.694255,1.3209383,2.662853,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.6996484,3.4342399,4.1230254,4.021005,6.3728595,3.3008966,3.907031,4.858868,5.2997794,1.9431175,1
4.703115,3.4434917,4.165945,3.9741905,6.265329,3.0587683,3.8668323,4.7924647,5.2021313,1.9571792,1
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.7253017,4.4792237,4.9847245,3.96073,6.459871,4.4098234,6.3245544,4.6797433,1.3234084,2.657217,0
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.724168,4.4711347,4.968323,3.9736772,6.4736404,4.409031,6.3251686,4.6804233,1.3322449,2.6400046,0
4.735427,4.4876127,4.967567,3.9867778,6.5069404,4.4190087,6.368776,4.69104,1.3344406,2.6364636,0
4.704173,3.4370005,4.1234126,4.0242224,6.3833375,3.344406,3.91209,4.8682237,5.3160605,1.9437573,1
4.696768,3.4325056,4.1216426,4.020572,6.369331,3.2861598,3.905077,4.8550916,5.289277,1.9424617,1
4.703501,3.4364967,4.1238785,4.023027,6.380335,3.3314812,3.9107518,4.8658066,5.313871,1.9437383,1
4.724228,4.479176,4.9892726,3.9557395,6.452115,4.4088383,6.3189244,4.6782928,1.3208994,2.6621268,0
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.7251024,4.4792676,4.985705,3.9596882,6.4582925,4.4096394,6.323467,4.6794605,1.3228709,2.6582708,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.695578,3.431788,4.121251,4.020127,6.367368,3.2778506,3.904068,4.853174,5.284979,1.9422314,1
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.700012,3.4344606,4.1232433,4.020996,6.373183,3.3022711,3.907231,4.859261,5.3010936,1.9432122,1
4.7147493,4.465335,4.9948983,3.9414515,6.4197536,4.4004908,6.280695,4.669027,1.3172896,2.6676757,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.7246037,4.471706,4.9680004,3.9743786,6.475159,4.4094195,6.326927,4.680858,1.3324524,2.639638,0
4.7326775,4.529721,5.1111674,3.8561702,6.343194,4.4148483,6.315472,4.672968,1.2536858,2.7872295,0
4.7305136,4.4854712,4.979306,3.970366,6.4795275,4.4144783,6.3460665,4.6850867,1.326679,2.6512218,0
4.6968613,3.4325633,4.1218247,4.020399,6.3690968,3.2851484,3.9049969,4.854965,5.2896996,1.9425101,1
4.7244368,4.4790525,4.9880056,3.9570494,6.454037,4.4090343,6.320139,4.6786165,1.3215991,2.6607707,0
4.737584,4.492341,4.971258,3.985507,6.5087852,4.420859,6.375822,4.692613,1.3324866,2.6402388,0
4.724168,4.4711347,4.968323,3.9736772,6.4736404,4.409031,6.3251686,4.6804233,1.3322449,2.6400046,0
4.7207003,4.476102,4.997399,3.9449959,6.433401,4.4056673,6.302819,4.674188,1.3161751,2.6703057,0
4.72408,4.493754,5.037823,3.9123077,6.3984075,4.408194,6.3039136,4.672904,1.2938972,2.7095804,0
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.7252903,4.479651,4.9858794,3.9596996,6.458598,4.409801,6.3241305,4.679611,1.3227721,2.6584795,0
4.724228,4.479176,4.9892726,3.9557395,6.452115,4.4088383,6.3189244,4.6782928,1.3208994,2.6621268,0
4.6989956,3.433841,4.122641,4.021012,6.3722634,3.2983465,3.9066672,4.858151,5.297429,1.942949,1
4.724678,4.4706507,4.9657583,3.9766946,6.478073,4.4095273,6.327956,4.6812053,1.33391,2.6365998,0
4.7241087,4.470994,4.9682045,3.9737244,6.4736047,4.4089804,6.3249793,4.6803823,1.3323066,2.6398818,0
4.6985316,3.43356,4.1224074,4.020961,6.371731,3.2960973,3.9063652,4.8575654,5.2957525,1.9428388,1
4.695578,3.431788,4.121251,4.020127,6.367368,3.2778506,3.904068,4.853174,5.284979,1.9422314,1
4.7253075,4.4792595,4.984791,3.9606771,6.459817,4.409828,6.3245573,4.679742,1.3233721,2.6572883,0
4.7239275,4.493193,5.036688,3.913165,6.399225,4.4080725,6.303647,4.672887,1.294519,2.7084882,0
4.7246037,4.471706,4.9680004,3.9743786,6.475159,4.4094195,6.326927,4.680858,1.3324524,2.639638,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.698817,3.433739,4.1226783,4.0208087,6.3717074,3.2960677,3.906412,4.8576827,5.296779,1.9429382,1
4.724308,4.4795127,4.989815,3.955336,6.451747,4.4089026,6.319056,4.678309,1.3206027,2.6627138,0
4.735401,4.5406876,5.1304307,3.841898,6.330014,4.4169955,6.319997,4.6734133,1.2431427,2.808808,0
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.695927,3.431973,4.1206355,4.0212474,6.36981,3.2879355,3.905123,4.855052,5.2859645,1.9421426,1
4.7251024,4.4792676,4.985705,3.9596882,6.4582925,4.4096394,6.323467,4.6794605,1.3228709,2.6582708,0
4.725174,4.479974,4.9872303,3.9584074,6.456842,4.4096856,6.323238,4.679364,1.322032,2.6599407,0
4.724228,4.479176,4.9892726,3.9557395,6.452115,4.4088383,6.3189244,4.6782928,1.3208994,2.6621268,0
4.704173,3.4370005,4.1234126,4.0242224,6.3833375,3.344406,3.91209,4.8682237,5.3160605,1.9437573,1
4.725175,4.480035,4.9873824,3.9582748,6.456683,4.409685,6.323194,4.6793494,1.3219486,2.6601055,0
4.7246037,4.471706,4.9680004,3.9743786,6.475159,4.4094195,6.326927,4.680858,1.3324524,2.639638,0
4.7222776,4.4870214,5.0235047,3.9230323,6.408805,4.406763,6.3010244,4.672773,1.3015933,2.696192,0
4.706277,3.4381158,4.123821,4.0253363,6.387559,3.3592172,3.9141378,4.8720036,5.3246403,1.9439968,1
4.6993637,3.434065,4.122853,4.021014,6.3726106,3.2998266,3.9068763,4.8585625,5.2987523,1.9430428,1
4.725175,4.480035,4.9873824,3.9582748,6.456683,4.409685,6.323194,4.6793494,1.3219486,2.6601055,0
4.698737,3.4336815,4.1217813,4.0220103,6.373899,3.3054235,3.907287,4.8591948,5.2961593,1.9427351,1
4.724228,4.479176,4.9892726,3.9557395,6.452115,4.4088383,6.3189244,4.6782928,1.3208994,2.6621268,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.7351217,4.539572,5.1285615,3.8432627,6.3312616,4.416775,6.319516,4.6733584,1.2441654,2.8066318,0
4.7252626,4.479611,4.9858937,3.9596624,6.45851,4.4097767,6.324019,4.679584,1.3227646,2.6584945,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.6995997,3.4342139,4.123044,4.020937,6.372683,3.30021,3.906952,4.8587246,5.299587,1.9431183,1
4.6964846,3.4323285,4.1213703,4.0207086,6.369322,3.2860675,3.9050226,4.854958,5.2881837,1.9423687,1
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.724168,4.4711347,4.968323,3.9736772,6.4736404,4.409031,6.3251686,4.6804233,1.3322449,2.6400046,0
4.7239275,4.493193,5.036688,3.913165,6.399225,4.4080725,6.303647,4.672887,1.294519,2.7084882,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.7163258,4.4667583,4.9913673,3.9461966,6.4280562,4.401908,6.2878532,4.670857,1.3193663,2.6641445,0
4.7239275,4.493193,5.036688,3.913165,6.399225,4.4080725,6.303647,4.672887,1.294519,2.7084882,0
4.6946964,3.4315765,4.1224446,4.017784,6.3619184,3.2603595,3.9017103,4.8491464,5.280261,1.9425567,1
4.7253075,4.4792595,4.984791,3.9606771,6.459817,4.409828,6.3245573,4.679742,1.3233721,2.6572883,0
4.7045903,3.4372225,4.123548,4.0243735,6.3840356,3.346839,3.9124396,4.8688784,5.317758,1.9438167,1
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.7337227,4.5340257,5.118918,3.850377,6.337779,4.4156694,6.3171144,4.6731052,1.2494448,2.7958362,0
4.7377777,4.492739,4.9715266,3.985455,6.509024,4.4210253,6.3764777,4.692762,1.3323493,2.6405072,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.7246037,4.471706,4.9680004,3.9743786,6.475159,4.4094195,6.326927,4.680858,1.3324524,2.639638,0
4.695515,3.432375,4.121252,4.0202637,6.367229,3.2882488,3.9041812,4.853533,5.280704,1.9425851,1
4.7253084,4.479264,4.9848027,3.9606676,6.4598064,4.4098287,6.324556,4.6797414,1.3233659,2.6573,0
4.7244368,4.4790525,4.9880056,3.9570494,6.454037,4.4090343,6.320139,4.6786165,1.3215991,2.6607707,0
4.6958475,3.4319334,4.120893,4.020832,6.368953,3.2843843,3.90476,4.8544116,5.2857924,1.9421873,1
4.724168,4.4711347,4.968323,3.9736772,6.4736404,4.409031,6.3251686,4.6804233,1.3322449,2.6400046,0
4.7226543,4.491977,5.0424504,3.907374,6.3901343,4.4069166,6.2972918,4.6711793,1.2916365,2.7130737,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.6979046,3.4343631,4.1281962,4.0126905,6.3546243,3.2442844,3.8995848,4.8459983,5.2855797,1.9447312,1
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.704374,3.4370036,4.1246285,4.0226564,6.380461,3.3315296,3.910964,4.8662753,5.3172393,1.9440036,1
4.6995525,3.434182,4.12299,4.0209746,6.3727117,3.3002787,3.9069538,4.858721,5.299432,1.9430983,1
4.696615,3.4333332,4.1260304,4.01448,6.357097,3.2500606,3.9002755,4.847031,5.283574,1.9439317,1
4.7032046,3.436375,4.1247034,4.0215735,6.377274,3.3192608,3.909481,4.863566,5.312694,1.9439226,1
4.7251024,4.4792676,4.985705,3.9596882,6.4582925,4.4096394,6.323467,4.6794605,1.3228709,2.6582708,0
4.6941085,3.433368,4.1327887,4.005924,6.33434,3.2003849,3.8909426,4.831073,5.2485266,1.9459234,1
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.698737,3.4336815,4.1217813,4.0220103,6.373899,3.3054235,3.907287,4.8591948,5.2961593,1.9427351,1
4.704918,3.4373384,4.124234,4.0236816,6.3829584,3.3419094,3.9120653,4.86826,5.319164,1.9439737,1
4.704181,3.437004,4.1234136,4.024228,6.383357,3.3444731,3.9120998,4.8682404,5.316096,1.9437575,1
4.7002225,3.4345515,4.122602,4.0221105,6.375508,3.3116918,3.9081948,4.860962,5.301883,1.9430714,1
4.7251253,4.479302,4.9856987,3.9597144,6.458359,4.4096594,6.3235536,4.6794815,1.322875,2.6582646,0
4.700046,3.440016,4.155602,3.9846358,6.2882047,3.1054728,3.8748162,4.804855,5.217512,1.9533508,1
4.7246037,4.471706,4.9680004,3.9743786,6.475159,4.4094195,6.326927,4.680858,1.3324524,2.639638,0
4.7240877,4.470936,4.9681363,3.9737606,6.473617,4.4089627,6.3249216,4.68037,1.3323413,2.639813,0
4.7049875,3.4374766,4.123196,4.0251417,6.385939,3.3543103,3.9132812,4.870375,5.3191614,1.9437945,1
4.704512,3.4371026,4.1243687,4.02317,6.3815517,3.3365822,3.9114332,4.867119,5.317532,1.9439687,1
4.729474,4.477882,4.965594,3.9820766,6.4920597,4.413777,6.3463373,4.6857123,1.3347487,2.635451,0
4.694754,3.4336689,4.1314716,4.0075383,6.339015,3.2121727,3.8929043,4.8345046,5.2562923,1.9456946,1
4.6958857,3.4319506,4.1207457,4.021064,6.369425,3.2863295,3.9049585,4.854761,5.28587,1.9421608,1
4.7162704,3.455636,4.186659,3.95488,6.235077,3.021213,3.8587592,4.782229,5.2134323,1.9663448,1
4.737156,4.491101,4.9697895,3.9865055,6.509306,4.420503,6.374708,4.6923904,1.3333325,2.638639,0
4.704826,3.4372172,4.1245117,4.023201,6.3819366,3.3369586,3.9116292,4.867477,5.319098,1.943997,1
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.6989226,3.4338105,4.1228776,4.020609,6.3714223,3.294938,3.90632,4.857535,5.297153,1.9430008,1
4.724678,4.4706507,4.9657583,3.9766946,6.478073,4.4095273,6.327956,4.6812053,1.33391,2.6365998,0
4.739627,4.4962444,4.9733405,3.985714,6.5122037,4.42263,6.383031,4.69427,1.3315018,2.642207,0
4.7085223,3.448653,4.1749907,3.965589,6.251258,3.040739,3.8629088,4.787315,5.2048507,1.9611764,1
4.7381124,4.5057106,5.000072,3.9588962,6.4774275,4.4208627,6.368895,4.6897235,1.3151636,2.67365,0
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.724308,4.4795127,4.989815,3.955336,6.451747,4.4089026,6.319056,4.678309,1.3206027,2.6627138,0
4.725725,4.49972,5.0498605,3.903215,6.389757,4.4095006,6.3068337,4.673104,1.2872845,2.721176,0
4.698249,3.4333835,4.1221457,4.021102,6.3717365,3.296068,3.9063118,4.8574376,5.2947345,1.9427419,1
4.725174,4.479974,4.9872303,3.9584074,6.456842,4.4096856,6.323238,4.679364,1.322032,2.6599407,0
4.6988654,3.4337647,4.1226454,4.0208974,6.371923,3.296945,3.9065068,4.8578544,5.296955,1.9429355,1
4.699074,3.4338994,4.122896,4.0207086,6.371755,3.2963245,3.9064822,4.8578362,5.2976975,1.9430224,1
4.7239275,4.493193,5.036688,3.913165,6.399225,4.4080725,6.303647,4.672887,1.294519,2.7084882,0
4.704434,3.437068,4.124331,4.0231605,6.381457,3.3363469,3.9113824,4.867023,5.3171906,1.9439576,1
4.7253075,4.4792595,4.984791,3.9606771,6.459817,4.409828,6.3245573,4.679742,1.3233721,2.6572883,0
4.724678,4.4706507,4.9657583,3.9766946,6.478073,4.4095273,6.327956,4.6812053,1.33391,2.6365998,0
4.6964846,3.4323285,4.1213703,4.0207086,6.369322,3.2860675,3.9050226,4.854958,5.2881837,1.9423687,1
4.7052584,3.4375372,4.1241407,4.024084,6.3840866,3.3462093,3.9125755,4.8691826,5.3205166,1.9439838,1
4.6932697,3.432935,4.133496,4.0048194,6.3306565,3.1911345,3.889329,4.8282275,5.24135,1.9459919,1
4.698162,3.433332,4.122119,4.021067,6.371589,3.2954526,3.9062371,4.8572955,5.294422,1.942726,1
4.692567,3.4313154,4.123123,4.015673,6.3549557,3.249264,3.8986528,4.8439837,5.2659616,1.9430014,1
4.7254267,4.498716,5.0480247,3.904571,6.390965,4.40926,6.306209,4.673032,1.2883009,2.7193823,0
4.698517,3.434902,4.1296434,4.011358,6.3524094,3.238382,3.8988347,4.844775,5.285434,1.945242,1
4.7239275,4.493193,5.036688,3.913165,6.399225,4.4080725,6.303647,4.672887,1.294519,2.7084882,0
4.7400627,4.497214,4.9741154,3.9854255,6.5125365,4.423004,6.3844414,4.6945844,1.3310866,2.643009,0
4.7229557,4.4731665,4.978867,3.9636054,6.4596963,4.407836,6.317396,4.6782236,1.3265169,2.6510196,0
4.7212934,4.4819207,5.011896,3.932475,6.418911,4.4060283,6.3006525,4.6731396,1.3080384,2.6848638,0
4.6932797,3.4321046,4.1252794,4.0135727,6.3511586,3.2401552,3.897318,4.8418074,5.26456,1.9437925,1
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.7239275,4.493193,5.036688,3.913165,6.399225,4.4080725,6.303647,4.672887,1.294519,2.7084882,0
4.729274,4.5191674,5.0970855,3.8657622,6.349603,4.4120603,6.306716,4.6714234,1.2616862,2.7710457,0
4.7252445,4.479585,4.98591,3.9596324,6.458445,4.4097605,6.3239436,4.6795664,1.3227564,2.658508,0
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
4.6967278,3.4333954,4.1260486,4.0145297,6.357314,3.2508059,3.9003887,4.8472366,5.2841234,1.9439458,1
4.724326,4.479572,4.989895,3.9552817,6.451708,4.408917,6.3190975,4.678316,1.3205587,2.6628008,0
4.6943445,3.4332998,4.129942,4.008954,6.341847,3.2185483,3.893909,4.8361707,5.2581644,1.9452543,1
4.7253075,4.4792595,4.984791,3.9606771,6.459817,4.409828,6.3245573,4.679742,1.3233721,2.6572883,0
4.694949,3.4340072,4.13401,4.0049458,6.333138,3.1984897,3.890687,4.830743,5.250211,1.9463725,1
4.704434,3.437068,4.124331,4.0231605,6.381457,3.3363469,3.9113824,4.867023,5.3171906,1.9439576,1
4.6986747,3.4336486,4.122513,4.0209274,6.3718023,3.2964227,3.9064221,4.857682,5.2962685,1.9428818,1
4.7239275,4.493193,5.036688,3.913165,6.399225,4.4080725,6.303647,4.672887,1.294519,2.7084882,0
4.6981316,3.433327,4.1223817,4.02066,6.3707833,3.292198,3.9059117,4.8567233,5.294299,1.9427887,1
4.7226715,4.4734864,4.9809866,3.9614954,6.45669,4.407563,6.3156304,4.677742,1.3253531,2.6532707,0
4.6982656,3.433396,4.1214337,4.022097,6.3736134,3.3042426,3.9070888,4.858787,5.294346,1.9426062,1
4.6996284,3.4358666,4.1317534,4.0095277,6.349656,3.2322323,3.8980036,4.8434916,5.2864075,1.9460325,1
4.723732,4.492471,5.0352135,3.9142785,6.4002924,4.407918,6.303313,4.672867,1.2953249,2.7070708,0
