age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
6,Private,HS-grad,1,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
6,Private,Bachelors,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
5,Private,Some-college,2,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
7,Federal-gov,Doctorate,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,Private,HS-grad,1,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,0,United-States,<=50K
1,Private,11th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,5,0,0,United-States,<=50K
7,Private,7th-8th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,5,United-States,>50K
3,Private,Assoc-acdm,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,Some-college,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,>50K
9,Federal-gov,HS-grad,1,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K
5,Private,Bachelors,4,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,11th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K
1,missing,Some-college,2,Never-married,missing,Own-child,White,Male,0,0,1,United-States,<=50K
7,Private,Some-college,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Guatemala,<=50K
3,Private,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Female,0,0,2,United-States,<=50K
7,Private,HS-grad,1,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
10,Private,9th,0,Never-married,Craft-repair,Other-relative,White,Male,1,0,2,United-States,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
7,Private,Bachelors,4,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,0,Taiwan,>50K
7,Self-emp-not-inc,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,>50K
8,Local-gov,Some-college,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
6,State-gov,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
6,Private,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
1,Private,Some-college,2,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
5,Local-gov,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
6,Private,HS-grad,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
7,missing,HS-grad,1,Divorced,missing,Not-in-family,White,Male,0,0,0,United-States,<=50K
4,Local-gov,Some-college,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,5,United-States,<=50K
4,Private,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,<=50K
6,Private,10th,0,Never-married,Sales,Unmarried,White,Female,0,0,1,missing,<=50K
10,Local-gov,5th-6th,0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,<=50K
6,Self-emp-not-inc,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,Bachelors,4,Never-married,Exec-managerial,Own-child,Black,Female,0,0,5,United-States,<=50K
4,State-gov,HS-grad,1,Married-AF-spouse,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
6,Private,Assoc-voc,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
7,Private,Some-college,2,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,2,Philippines,>50K
10,missing,HS-grad,1,Married-civ-spouse,missing,Husband,White,Male,0,0,3,United-States,>50K
7,Private,Prof-school,6,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,18,0,2,United-States,>50K
7,Private,HS-grad,1,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,<=50K
7,State-gov,Some-college,2,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,State-gov,Assoc-acdm,3,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,4,United-States,<=50K
6,Private,Some-college,2,Divorced,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Private,Some-college,2,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,Jamaica,<=50K
4,Private,HS-grad,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,5,United-States,<=50K
4,Private,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,11,2,United-States,<=50K
6,Private,Some-college,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
7,Federal-gov,Bachelors,4,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,>50K
6,Private,Some-college,2,Divorced,Craft-repair,Unmarried,White,Female,0,0,2,Cuba,<=50K
1,Private,Some-college,2,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,0,United-States,<=50K
0,Private,Some-college,2,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
5,Private,Bachelors,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2,3,United-States,<=50K
10,Private,7th-8th,0,Widowed,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,missing,Some-college,2,Never-married,missing,Not-in-family,White,Female,0,0,0,United-States,<=50K
6,Private,Bachelors,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
5,Private,Some-college,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
4,Private,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,5,United-States,<=50K
4,Private,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,Bachelors,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
10,Self-emp-not-inc,Some-college,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
7,Private,Some-college,2,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,2,United-States,<=50K
6,Private,Some-college,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
10,Private,10th,0,Widowed,Other-service,Not-in-family,Black,Female,0,0,0,United-States,<=50K
3,State-gov,Bachelors,4,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,<=50K
10,Private,HS-grad,1,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
7,Private,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,>50K
7,Private,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
10,Private,Bachelors,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,missing,12th,0,Never-married,missing,Own-child,Other,Male,0,0,2,United-States,<=50K
1,Private,Bachelors,4,Never-married,Tech-support,Not-in-family,White,Female,0,0,0,United-States,<=50K
7,Local-gov,HS-grad,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
6,Private,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,1,0,2,United-States,<=50K
7,Local-gov,Some-college,2,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,2,United-States,<=50K
7,Private,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,Black,Male,18,0,2,United-States,>50K
5,Private,Some-college,2,Never-married,Other-service,Not-in-family,Black,Male,0,0,2,United-States,<=50K
7,Private,11th,0,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
6,Private,Bachelors,4,Divorced,Sales,Unmarried,White,Male,0,0,4,United-States,<=50K
7,Private,Masters,5,Divorced,Exec-managerial,Unmarried,White,Female,0,19,2,United-States,>50K
0,missing,Some-college,2,Never-married,missing,Own-child,White,Female,0,0,0,United-States,<=50K
7,Private,HS-grad,1,Widowed,Priv-house-serv,Other-relative,White,Female,0,0,2,United-States,<=50K
0,Private,HS-grad,1,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
3,Self-emp-inc,HS-grad,1,Never-married,Sales,Own-child,White,Male,0,0,3,United-States,<=50K
3,Self-emp-inc,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,7,3,United-States,>50K
7,Local-gov,HS-grad,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
10,missing,Prof-school,6,Married-civ-spouse,missing,Husband,White,Male,0,0,0,United-States,<=50K
2,Private,Assoc-voc,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
3,Private,Some-college,2,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
7,Self-emp-not-inc,10th,0,Widowed,Transport-moving,Unmarried,White,Male,0,0,1,United-States,<=50K
9,Self-emp-not-inc,7th-8th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
6,Private,HS-grad,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,3,United-States,>50K
7,Private,Prof-school,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0,4,United-States,>50K
7,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,>50K
7,Private,Some-college,2,Divorced,Exec-managerial,Unmarried,White,Female,0,0,3,United-States,<=50K
9,Local-gov,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
6,Local-gov,Bachelors,4,Divorced,Prof-specialty,Unmarried,White,Female,0,0,4,United-States,<=50K
9,Private,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
4,missing,10th,0,Divorced,missing,Unmarried,White,Male,0,0,2,United-States,<=50K
9,Private,Bachelors,4,Married-civ-spouse,Craft-repair,Husband,White,Male,18,0,4,United-States,>50K
7,Private,HS-grad,1,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,1,Never-married,Sales,Other-relative,Black,Female,0,0,0,Jamaica,<=50K
7,Local-gov,Bachelors,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,3,United-States,<=50K
0,Private,Some-college,2,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,missing,HS-grad,1,Never-married,missing,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,HS-grad,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
8,Local-gov,HS-grad,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
4,State-gov,HS-grad,1,Married-civ-spouse,Other-service,Wife,White,Female,0,0,5,United-States,<=50K
4,State-gov,Bachelors,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,5,United-States,>50K
4,Private,Bachelors,4,Never-married,Sales,Not-in-family,White,Male,0,0,4,United-States,>50K
6,Private,HS-grad,1,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,11th,0,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
5,Private,11th,0,Never-married,Priv-house-serv,Unmarried,Black,Female,0,0,2,United-States,<=50K
9,Private,HS-grad,1,Widowed,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Self-emp-not-inc,Some-college,2,Never-married,Craft-repair,Not-in-family,White,Female,0,0,0,United-States,<=50K
8,State-gov,Doctorate,6,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,>50K
6,Private,Bachelors,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
1,Private,Assoc-voc,3,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,Doctorate,6,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,<=50K
7,Self-emp-inc,Assoc-acdm,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
9,Self-emp-not-inc,7th-8th,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
8,Private,5th-6th,0,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
5,Private,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
8,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,11th,0,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,10th,0,Never-married,Other-service,Own-child,Black,Male,0,0,0,United-States,<=50K
4,Private,Some-college,2,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,5,United-States,<=50K
1,missing,HS-grad,1,Separated,missing,Own-child,White,Female,0,0,2,United-States,<=50K
6,Private,HS-grad,1,Divorced,Craft-repair,Not-in-family,White,Male,0,0,4,United-States,<=50K
6,Private,HS-grad,1,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,0,United-States,<=50K
6,Private,Bachelors,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,>50K
7,Private,Bachelors,4,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,4,United-States,>50K
6,missing,Assoc-voc,3,Married-civ-spouse,missing,Husband,White,Male,0,17,0,United-States,>50K
5,Private,Some-college,2,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,4,United-States,<=50K
10,missing,HS-grad,1,Married-civ-spouse,missing,Husband,White,Male,0,19,0,United-States,<=50K
8,Private,Some-college,2,Widowed,Exec-managerial,Not-in-family,Black,Female,0,0,0,United-States,<=50K
7,Private,Some-college,2,Married-civ-spouse,Craft-repair,Husband,White,Male,18,0,2,United-States,>50K
0,Private,Some-college,2,Separated,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
7,Private,Bachelors,4,Divorced,Prof-specialty,Not-in-family,White,Male,18,0,4,United-States,>50K
5,State-gov,Masters,5,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,1,United-States,<=50K
3,Private,Some-college,2,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,16,0,United-States,<=50K
6,Private,Some-college,2,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,2,United-States,>50K
7,Private,Some-college,2,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,0,United-States,<=50K
7,Private,Assoc-voc,3,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,9,0,2,Vietnam,<=50K
5,Self-emp-not-inc,HS-grad,1,Separated,Craft-repair,Other-relative,White,Male,0,0,4,United-States,<=50K
3,missing,HS-grad,1,Separated,missing,Other-relative,White,Female,0,0,2,United-States,<=50K
6,Private,10th,0,Never-married,Farming-fishing,Own-child,Black,Male,0,0,4,United-States,<=50K
7,Local-gov,Masters,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,>50K
5,Private,Some-college,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,Some-college,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,missing,<=50K
7,Federal-gov,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
6,Local-gov,Masters,5,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,2,Taiwan,>50K
4,Private,Some-college,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,Some-college,2,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
7,Private,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,4,United-States,>50K
3,Private,5th-6th,0,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,Columbia,<=50K
6,Private,11th,0,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
5,Private,HS-grad,1,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,2,United-States,<=50K
7,Private,Some-college,2,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,2,United-States,>50K
2,Private,Bachelors,4,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,Assoc-voc,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,0,4,United-States,>50K
6,Private,HS-grad,1,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
7,Private,HS-grad,1,Divorced,Sales,Unmarried,White,Female,0,0,3,United-States,<=50K
6,Local-gov,Some-college,2,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
6,Private,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
6,Private,Bachelors,4,Never-married,Sales,Not-in-family,Black,Male,0,0,3,United-States,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
8,Private,Some-college,2,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,0,United-States,>50K
5,missing,Bachelors,4,Divorced,missing,Unmarried,White,Female,0,0,0,missing,<=50K
8,Private,Doctorate,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,>50K
7,Private,Some-college,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
6,Self-emp-inc,Assoc-voc,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
7,Private,Bachelors,4,Married-spouse-absent,Other-service,Other-relative,Black,Female,0,0,2,Haiti,<=50K
7,Private,Assoc-acdm,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
9,Self-emp-not-inc,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
8,missing,11th,0,Divorced,missing,Not-in-family,Black,Male,0,0,0,United-States,<=50K
10,Private,10th,0,Widowed,Other-service,Unmarried,Black,Female,0,0,0,United-States,<=50K
10,Private,9th,0,Divorced,Priv-house-serv,Not-in-family,Black,Female,0,0,0,United-States,<=50K
7,Local-gov,Masters,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
5,Local-gov,HS-grad,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,HS-grad,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,10th,0,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,2,United-States,<=50K
7,Self-emp-not-inc,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,<=50K
5,Private,9th,0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2,Puerto-Rico,<=50K
1,Federal-gov,Some-college,2,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Private,Some-college,2,Never-married,Tech-support,Not-in-family,White,Female,0,0,0,United-States,<=50K
8,Private,HS-grad,1,Divorced,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,2,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
5,Private,HS-grad,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
6,Private,HS-grad,1,Divorced,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
6,Private,Bachelors,4,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,4,Cambodia,<=50K
7,Private,Some-college,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
6,Private,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,>50K
5,Private,Bachelors,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
6,Private,5th-6th,0,Married-civ-spouse,Other-service,Husband,Other,Male,3,0,2,Mexico,<=50K
0,Private,HS-grad,1,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,HS-grad,1,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,Some-college,2,Never-married,Sales,Not-in-family,White,Female,0,9,2,United-States,<=50K
0,Private,Some-college,2,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
1,Local-gov,Bachelors,4,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
7,Local-gov,11th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,3,0,2,El-Salvador,<=50K
7,Federal-gov,Bachelors,4,Divorced,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,Some-college,2,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,10th,0,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
5,Private,Bachelors,4,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,<=50K
4,Self-emp-inc,Masters,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0,4,missing,>50K
4,Private,Assoc-acdm,3,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,Some-college,2,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
7,Federal-gov,HS-grad,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
10,Private,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,>50K
0,missing,Some-college,2,Never-married,missing,Own-child,White,Male,0,0,0,United-States,<=50K
8,Private,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,missing,<=50K
7,Federal-gov,Some-college,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
6,State-gov,Masters,5,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
7,Federal-gov,Bachelors,4,Divorced,Prof-specialty,Unmarried,White,Male,0,0,2,United-States,<=50K
9,Private,11th,0,Widowed,Farming-fishing,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,Some-college,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K
4,Private,Prof-school,6,Divorced,Prof-specialty,Own-child,White,Female,1,0,5,United-States,<=50K
0,Private,11th,0,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,HS-grad,1,Never-married,Adm-clerical,Unmarried,White,Male,0,0,4,United-States,<=50K
4,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
5,Private,HS-grad,1,Never-married,Other-service,Not-in-family,White,Male,3,0,4,United-States,<=50K
7,Private,Bachelors,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
6,Private,Assoc-voc,3,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,1,United-States,<=50K
6,Private,Assoc-voc,3,Never-married,Craft-repair,Not-in-family,White,Female,0,0,2,Portugal,<=50K
7,Private,HS-grad,1,Divorced,Craft-repair,Not-in-family,White,Male,0,2,2,United-States,<=50K
7,Private,Masters,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
6,Self-emp-inc,Assoc-voc,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
3,Private,10th,0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,Columbia,<=50K
6,Private,Masters,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
5,Self-emp-not-inc,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0,United-States,<=50K
5,Private,Assoc-voc,3,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,4,United-States,<=50K
6,Self-emp-not-inc,Masters,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
7,Private,Some-college,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,<=50K
8,Private,HS-grad,1,Married-civ-spouse,Sales,Wife,White,Female,0,0,4,United-States,<=50K
7,Self-emp-not-inc,Some-college,2,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
4,State-gov,HS-grad,1,Never-married,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
7,Private,11th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
1,Self-emp-inc,Bachelors,4,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,South,<=50K
7,Self-emp-not-inc,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
9,missing,HS-grad,1,Widowed,missing,Not-in-family,White,Female,0,0,0,Germany,<=50K
3,Private,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,0,3,United-States,<=50K
5,Private,Bachelors,4,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
6,missing,9th,0,Divorced,missing,Unmarried,White,Female,0,0,2,United-States,<=50K
5,Private,Some-college,2,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
7,State-gov,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
4,Federal-gov,Some-college,2,Never-married,Adm-clerical,Unmarried,Black,Female,3,0,2,United-States,<=50K
5,Private,7th-8th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
8,Private,11th,0,Separated,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,11th,0,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
6,Private,Some-college,2,Separated,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
6,Private,Bachelors,4,Divorced,Sales,Own-child,White,Male,0,0,4,United-States,<=50K
9,Self-emp-inc,HS-grad,1,Widowed,Exec-managerial,Not-in-family,White,Female,18,0,2,United-States,>50K
7,Private,HS-grad,1,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,Some-college,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0,2,United-States,>50K
3,Private,HS-grad,1,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,2,United-States,<=50K
7,Private,HS-grad,1,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
6,Private,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,>50K
9,Private,Some-college,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,HS-grad,1,Never-married,Other-service,Not-in-family,White,Male,0,11,2,United-States,<=50K
