0;1;2;3;4;5;6;7;8;9;10;11;12;13
49.0;4.0;291175.0;10.0;8.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;59.0;25.0
45.0;3.0;341995.0;9.0;7.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;50.0;19.0
46.0;4.0;246862.0;8.0;8.0;4.0;6.0;3.0;4.0;2.0;27828.0;653.0;60.0;23.0
49.0;4.0;416745.0;9.0;5.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;52.0;19.0
47.0;4.0;193626.0;9.0;6.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;50.0;24.0
51.0;4.0;344991.0;5.0;11.0;3.0;4.0;4.0;3.0;2.0;34095.0;653.0;53.0;24.0
51.0;4.0;337587.0;7.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;50.0;26.0
41.0;4.0;324469.0;9.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;46.0;23.0
49.0;4.0;462440.0;10.0;6.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;57.0;19.0
50.0;4.0;467108.0;8.0;6.0;3.0;7.0;3.0;3.0;2.0;27828.0;1340.0;55.0;21.0
48.0;4.0;443040.0;9.0;10.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;48.0;25.0
47.0;3.0;243190.0;9.0;10.0;3.0;7.0;3.0;3.0;1.0;34095.0;653.0;48.0;19.0
51.0;3.0;377680.0;9.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;41.0;21.0
53.0;4.0;389713.0;8.0;6.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;46.0;26.0
50.0;4.0;509350.0;8.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;50.0;21.0
56.0;4.0;499233.0;9.0;6.0;3.0;8.0;3.0;3.0;2.0;34095.0;653.0;60.0;18.0
44.0;4.0;226902.0;10.0;7.0;3.0;6.0;4.0;3.0;2.0;34095.0;653.0;57.0;19.0
58.0;3.0;375833.0;8.0;10.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;45.0;21.0
48.0;4.0;267174.0;8.0;5.0;4.0;6.0;3.0;3.0;2.0;34095.0;1340.0;53.0;18.0
53.0;3.0;475028.0;9.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;56.0;18.0
50.0;4.0;475028.0;7.0;6.0;3.0;8.0;3.0;3.0;2.0;34095.0;653.0;62.0;17.0
46.0;4.0;465507.0;9.0;6.0;4.0;6.0;3.0;3.0;1.0;34095.0;653.0;54.0;23.0
48.0;4.0;358740.0;9.0;8.0;2.0;6.0;4.0;3.0;2.0;34095.0;1340.0;44.0;23.0
53.0;4.0;475028.0;7.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;54.0;25.0
52.0;3.0;347132.0;7.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;47.0;21.0
54.0;3.0;376277.0;9.0;7.0;3.0;8.0;3.0;3.0;2.0;34095.0;653.0;55.0;21.0
50.0;3.0;526968.0;9.0;6.0;3.0;5.0;4.0;3.0;2.0;27828.0;1340.0;66.0;21.0
47.0;3.0;361280.0;10.0;6.0;4.0;7.0;3.0;3.0;2.0;34095.0;653.0;62.0;21.0
58.0;3.0;413297.0;8.0;10.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;46.0;19.0
47.0;4.0;462440.0;11.0;8.0;4.0;6.0;3.0;3.0;1.0;34095.0;653.0;57.0;21.0
55.0;4.0;386136.0;6.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;50.0;25.0
48.0;4.0;420537.0;8.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;44.0;21.0
53.0;4.0;483777.0;8.0;9.0;3.0;5.0;3.0;3.0;2.0;27828.0;653.0;55.0;25.0
50.0;4.0;375871.0;11.0;10.0;3.0;4.0;3.0;3.0;2.0;34095.0;653.0;49.0;21.0
47.0;3.0;344991.0;7.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;54.0;24.0
47.0;4.0;443040.0;8.0;8.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;56.0;23.0
51.0;4.0;309055.0;8.0;10.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;43.0;23.0
45.0;3.0;298332.0;9.0;9.0;3.0;5.0;3.0;3.0;2.0;27828.0;1340.0;60.0;23.0
43.0;4.0;229842.0;10.0;9.0;4.0;4.0;4.0;3.0;2.0;34095.0;653.0;58.0;25.0
44.0;3.0;389713.0;9.0;8.0;4.0;6.0;3.0;3.0;2.0;27828.0;653.0;50.0;21.0
52.0;3.0;314209.0;9.0;10.0;2.0;6.0;4.0;3.0;2.0;34095.0;653.0;49.0;23.0
54.0;4.0;332379.0;8.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;64.0;23.0
52.0;4.0;426017.0;9.0;7.0;3.0;7.0;3.0;3.0;1.0;34095.0;1340.0;54.0;21.0
55.0;3.0;334273.0;7.0;6.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;45.0;21.0
52.0;3.0;520586.0;9.0;10.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;55.0;19.0
52.0;4.0;302122.0;8.0;9.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;55.0;24.0
48.0;4.0;452205.0;10.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;49.0;21.0
43.0;4.0;403788.0;8.0;10.0;4.0;7.0;3.0;3.0;2.0;34095.0;1340.0;44.0;21.0
57.0;4.0;416745.0;10.0;6.0;3.0;6.0;4.0;3.0;2.0;34095.0;1340.0;44.0;23.0
53.0;4.0;477983.0;7.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;33.0;19.0
49.0;5.0;477983.0;7.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;43.0;23.0
46.0;4.0;496743.0;7.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;43.0;16.0
50.0;4.0;316929.0;9.0;9.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;59.0;21.0
64.0;3.0;426017.0;7.0;7.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;49.0;19.0
49.0;4.0;367314.0;8.0;9.0;4.0;5.0;3.0;3.0;2.0;34095.0;1340.0;62.0;25.0
57.0;4.0;405723.0;8.0;10.0;3.0;6.0;4.0;3.0;2.0;34095.0;653.0;48.0;18.0
56.0;4.0;349689.0;10.0;6.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;48.0;21.0
49.0;3.0;304873.0;8.0;9.0;4.0;5.0;2.0;3.0;2.0;34095.0;653.0;37.0;26.0
59.0;5.0;520586.0;7.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;48.0;19.0
52.0;3.0;412296.0;8.0;6.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;41.0;24.0
59.0;5.0;419721.0;7.0;7.0;3.0;4.0;3.0;3.0;2.0;34095.0;653.0;57.0;23.0
50.0;3.0;317253.0;8.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;52.0;23.0
61.0;5.0;462440.0;6.0;6.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;36.0;21.0
55.0;3.0;294936.0;10.0;7.0;4.0;4.0;3.0;3.0;2.0;34095.0;653.0;56.0;21.0
46.0;3.0;388093.0;9.0;11.0;3.0;7.0;3.0;3.0;2.0;34095.0;1340.0;52.0;23.0
48.0;3.0;302146.0;8.0;7.0;3.0;7.0;3.0;3.0;2.0;27828.0;653.0;60.0;25.0
56.0;4.0;303296.0;9.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;49.0;19.0
60.0;4.0;365739.0;8.0;6.0;4.0;6.0;4.0;3.0;2.0;34095.0;653.0;46.0;21.0
51.0;4.0;467108.0;10.0;8.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;62.0;19.0
51.0;4.0;462440.0;8.0;7.0;3.0;8.0;3.0;3.0;2.0;34095.0;653.0;42.0;25.0
44.0;3.0;367260.0;7.0;9.0;4.0;7.0;3.0;3.0;2.0;34095.0;653.0;41.0;21.0
57.0;4.0;431192.0;8.0;7.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;55.0;19.0
45.0;3.0;319560.0;8.0;7.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;43.0;21.0
51.0;3.0;494223.0;8.0;9.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;39.0;21.0
50.0;4.0;302847.0;7.0;10.0;3.0;5.0;3.0;3.0;2.0;34095.0;1340.0;40.0;18.0
51.0;5.0;441620.0;7.0;8.0;3.0;7.0;3.0;3.0;2.0;34095.0;1340.0;50.0;21.0
50.0;3.0;509350.0;10.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;52.0;18.0
48.0;4.0;382635.0;7.0;9.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;48.0;21.0
49.0;3.0;389713.0;8.0;7.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;59.0;19.0
50.0;4.0;428030.0;8.0;9.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;64.0;21.0
53.0;4.0;436006.0;8.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;49.0;21.0
58.0;3.0;346253.0;9.0;7.0;3.0;5.0;2.0;2.0;2.0;34095.0;1340.0;47.0;23.0
46.0;3.0;436006.0;9.0;8.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;50.0;21.0
53.0;4.0;520586.0;7.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;44.0;24.0
57.0;4.0;477983.0;7.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;44.0;21.0
53.0;4.0;341995.0;9.0;7.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;53.0;23.0
51.0;4.0;396099.0;9.0;6.0;4.0;5.0;3.0;2.0;2.0;34095.0;653.0;55.0;17.0
59.0;4.0;302847.0;8.0;9.0;4.0;6.0;3.0;3.0;1.0;34095.0;653.0;57.0;23.0
44.0;3.0;395831.0;12.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;59.0;18.0
54.0;4.0;395831.0;9.0;7.0;3.0;6.0;4.0;3.0;2.0;34095.0;1340.0;43.0;19.0
51.0;3.0;402089.0;8.0;8.0;3.0;7.0;3.0;3.0;1.0;34095.0;653.0;46.0;18.0
57.0;4.0;363418.0;7.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;48.0;19.0
44.0;4.0;361280.0;9.0;9.0;4.0;7.0;3.0;3.0;2.0;34095.0;653.0;57.0;23.0
56.0;4.0;494223.0;7.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;50.0;23.0
56.0;4.0;428030.0;9.0;9.0;3.0;5.0;3.0;3.0;2.0;27828.0;653.0;57.0;21.0
44.0;4.0;370119.0;10.0;8.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;60.0;23.0
44.0;5.0;452205.0;9.0;7.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;49.0;25.0
47.0;4.0;416745.0;9.0;9.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;52.0;19.0
48.0;5.0;358740.0;7.0;10.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;39.0;25.0
46.0;3.0;346253.0;9.0;9.0;3.0;6.0;3.0;3.0;1.0;34095.0;653.0;64.0;23.0
56.0;4.0;462440.0;8.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;55.0;21.0
52.0;4.0;406468.0;9.0;11.0;3.0;6.0;3.0;3.0;1.0;34095.0;1340.0;47.0;21.0
56.0;3.0;345969.0;8.0;7.0;4.0;6.0;3.0;3.0;2.0;27828.0;653.0;60.0;21.0
48.0;3.0;371987.0;9.0;8.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;46.0;23.0
51.0;4.0;426017.0;10.0;8.0;3.0;6.0;4.0;3.0;2.0;20051.0;653.0;53.0;21.0
46.0;4.0;436006.0;8.0;8.0;4.0;6.0;3.0;3.0;2.0;34095.0;1340.0;54.0;18.0
56.0;3.0;299047.0;9.0;10.0;3.0;4.0;3.0;3.0;2.0;34095.0;653.0;49.0;21.0
55.0;3.0;260729.0;8.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;46.0;23.0
44.0;4.0;211453.0;10.0;10.0;4.0;5.0;3.0;3.0;1.0;27828.0;653.0;64.0;25.0
48.0;4.0;452205.0;9.0;10.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;49.0;21.0
46.0;4.0;320818.0;9.0;6.0;3.0;8.0;3.0;3.0;2.0;34095.0;653.0;45.0;17.0
48.0;3.0;347132.0;8.0;9.0;3.0;5.0;3.0;3.0;2.0;34095.0;1340.0;50.0;23.0
53.0;3.0;303521.0;8.0;7.0;4.0;6.0;3.0;3.0;2.0;27828.0;653.0;49.0;18.0
50.0;4.0;309634.0;9.0;11.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;52.0;19.0
46.0;4.0;364657.0;8.0;7.0;3.0;5.0;3.0;3.0;2.0;34095.0;1340.0;53.0;25.0
49.0;4.0;416745.0;7.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;47.0;26.0
49.0;4.0;386940.0;8.0;12.0;3.0;8.0;3.0;3.0;2.0;34095.0;653.0;45.0;24.0
52.0;4.0;499233.0;7.0;10.0;4.0;4.0;3.0;3.0;2.0;34095.0;653.0;50.0;19.0
44.0;4.0;415287.0;9.0;7.0;3.0;4.0;3.0;3.0;2.0;34095.0;1340.0;46.0;23.0
47.0;4.0;397317.0;7.0;7.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;52.0;21.0
48.0;3.0;415287.0;7.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;55.0;25.0
49.0;4.0;356067.0;9.0;7.0;3.0;6.0;3.0;3.0;2.0;27828.0;653.0;45.0;24.0
52.0;4.0;403788.0;5.0;11.0;3.0;5.0;3.0;3.0;2.0;27828.0;653.0;62.0;21.0
54.0;4.0;386136.0;8.0;7.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;46.0;16.0
44.0;3.0;312131.0;8.0;10.0;3.0;4.0;3.0;3.0;2.0;34095.0;653.0;50.0;24.0
47.0;4.0;446839.0;6.0;8.0;3.0;5.0;2.0;3.0;2.0;34095.0;653.0;52.0;24.0
46.0;5.0;361280.0;8.0;9.0;3.0;5.0;3.0;4.0;2.0;27828.0;1340.0;60.0;24.0
49.0;5.0;369468.0;8.0;10.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;44.0;21.0
50.0;3.0;426017.0;9.0;6.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;59.0;21.0
64.0;3.0;340148.0;9.0;8.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;50.0;27.0
47.0;3.0;269708.0;10.0;9.0;4.0;7.0;3.0;3.0;2.0;34095.0;1340.0;56.0;21.0
50.0;4.0;526968.0;7.0;6.0;4.0;5.0;3.0;3.0;2.0;34095.0;1340.0;39.0;21.0
53.0;3.0;346253.0;11.0;5.0;3.0;5.0;3.0;3.0;1.0;34095.0;1340.0;59.0;17.0
52.0;4.0;410114.0;10.0;6.0;3.0;7.0;3.0;2.0;2.0;34095.0;653.0;44.0;24.0
51.0;4.0;382635.0;9.0;9.0;3.0;4.0;3.0;3.0;1.0;34095.0;653.0;50.0;21.0
50.0;4.0;315877.0;10.0;9.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;50.0;24.0
49.0;4.0;345969.0;10.0;6.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;50.0;21.0
44.0;4.0;410114.0;10.0;8.0;4.0;6.0;3.0;3.0;1.0;34095.0;653.0;50.0;23.0
46.0;3.0;325159.0;8.0;6.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;45.0;21.0
49.0;4.0;635913.0;8.0;4.0;3.0;6.0;3.0;3.0;2.0;34095.0;1408.0;45.0;21.0
46.0;4.0;285335.0;8.0;9.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;38.0;26.0
51.0;4.0;399088.0;12.0;7.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;45.0;21.0
50.0;3.0;475028.0;7.0;10.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;46.0;25.0
55.0;4.0;367314.0;10.0;9.0;3.0;7.0;4.0;3.0;2.0;34095.0;653.0;58.0;19.0
48.0;4.0;309634.0;8.0;10.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;32.0;24.0
43.0;4.0;520586.0;8.0;10.0;3.0;7.0;3.0;3.0;2.0;27828.0;653.0;42.0;21.0
46.0;4.0;363425.0;9.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;1380.0;45.0;18.0
57.0;5.0;361280.0;7.0;10.0;3.0;6.0;3.0;2.0;2.0;34095.0;653.0;50.0;24.0
51.0;4.0;314209.0;9.0;6.0;4.0;8.0;3.0;3.0;2.0;34095.0;653.0;49.0;21.0
46.0;3.0;416745.0;11.0;8.0;4.0;7.0;2.0;3.0;2.0;34095.0;653.0;48.0;24.0
51.0;4.0;538319.0;7.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;59.0;18.0
56.0;3.0;499233.0;8.0;7.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;54.0;19.0
50.0;4.0;221832.0;7.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;45.0;17.0
46.0;3.0;449257.0;8.0;10.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;52.0;25.0
56.0;4.0;494223.0;8.0;8.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;46.0;21.0
47.0;5.0;314209.0;8.0;7.0;3.0;7.0;3.0;3.0;1.0;34095.0;653.0;53.0;21.0
52.0;3.0;483777.0;9.0;7.0;4.0;8.0;3.0;3.0;2.0;34095.0;653.0;55.0;24.0
52.0;3.0;345969.0;7.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;50.0;24.0
49.0;4.0;333100.0;8.0;7.0;3.0;7.0;3.0;3.0;2.0;34095.0;1340.0;44.0;18.0
57.0;2.0;277647.0;8.0;8.0;3.0;5.0;3.0;3.0;2.0;34095.0;1340.0;54.0;24.0
54.0;3.0;318533.0;8.0;7.0;4.0;7.0;3.0;3.0;2.0;34095.0;653.0;52.0;23.0
56.0;4.0;337895.0;8.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;47.0;21.0
49.0;3.0;241259.0;7.0;10.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;56.0;23.0
50.0;4.0;406468.0;11.0;8.0;3.0;7.0;3.0;3.0;2.0;34095.0;1340.0;52.0;24.0
43.0;4.0;315859.0;9.0;10.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;59.0;23.0
49.0;4.0;230891.0;9.0;10.0;3.0;6.0;4.0;3.0;2.0;34095.0;653.0;62.0;23.0
45.0;4.0;375871.0;7.0;6.0;3.0;7.0;3.0;3.0;2.0;27828.0;653.0;46.0;23.0
55.0;3.0;428030.0;8.0;6.0;4.0;6.0;3.0;3.0;2.0;34095.0;1340.0;50.0;17.0
57.0;4.0;399088.0;8.0;10.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;35.0;23.0
52.0;4.0;416103.0;10.0;9.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;54.0;23.0
47.0;3.0;397317.0;9.0;10.0;4.0;5.0;3.0;3.0;2.0;34095.0;1340.0;49.0;25.0
59.0;4.0;421871.0;7.0;8.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;46.0;26.0
46.0;4.0;398473.0;8.0;7.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;46.0;19.0
52.0;4.0;352628.0;9.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;43.0;21.0
47.0;4.0;319560.0;9.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;1380.0;55.0;23.0
53.0;4.0;441454.0;6.0;7.0;3.0;7.0;3.0;3.0;2.0;27828.0;653.0;47.0;21.0
48.0;4.0;224910.0;7.0;8.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;38.0;21.0
47.0;4.0;520586.0;8.0;9.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;52.0;21.0
48.0;3.0;280464.0;9.0;10.0;4.0;5.0;3.0;2.0;2.0;34095.0;653.0;46.0;21.0
54.0;3.0;295566.0;9.0;8.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;54.0;26.0
50.0;4.0;340148.0;8.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;41.0;23.0
43.0;3.0;324420.0;7.0;10.0;3.0;4.0;3.0;3.0;2.0;34095.0;653.0;44.0;25.0
49.0;4.0;382635.0;9.0;8.0;3.0;6.0;3.0;3.0;2.0;27828.0;1340.0;58.0;19.0
51.0;4.0;494223.0;6.0;8.0;3.0;6.0;4.0;3.0;2.0;34095.0;653.0;41.0;19.0
52.0;4.0;390781.0;9.0;7.0;3.0;5.0;3.0;2.0;1.0;34095.0;1340.0;52.0;26.0
52.0;4.0;477983.0;8.0;8.0;3.0;8.0;3.0;3.0;2.0;34095.0;653.0;52.0;23.0
57.0;4.0;409505.0;9.0;9.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;54.0;23.0
48.0;4.0;349689.0;9.0;8.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;40.0;18.0
49.0;4.0;441454.0;10.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;53.0;23.0
42.0;4.0;239755.0;8.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;49.0;24.0
55.0;4.0;314209.0;10.0;7.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;39.0;24.0
62.0;4.0;452205.0;9.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;49.0;25.0
55.0;3.0;276515.0;8.0;11.0;3.0;5.0;3.0;3.0;1.0;34095.0;653.0;52.0;19.0
59.0;3.0;416745.0;9.0;10.0;4.0;6.0;3.0;3.0;1.0;34095.0;653.0;59.0;25.0
49.0;3.0;382635.0;10.0;6.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;64.0;23.0
57.0;4.0;386136.0;11.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;48.0;14.0
50.0;4.0;402089.0;9.0;9.0;3.0;5.0;3.0;3.0;2.0;27828.0;653.0;48.0;23.0
53.0;2.0;249609.0;8.0;11.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;44.0;24.0
52.0;4.0;526968.0;8.0;7.0;3.0;5.0;2.0;2.0;2.0;34095.0;653.0;55.0;24.0
49.0;3.0;403788.0;9.0;8.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;49.0;19.0
51.0;3.0;344060.0;9.0;7.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;53.0;28.0
47.0;4.0;443040.0;8.0;10.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;46.0;25.0
48.0;4.0;323069.0;9.0;6.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;64.0;23.0
47.0;4.0;483201.0;9.0;7.0;3.0;5.0;3.0;3.0;1.0;34095.0;653.0;50.0;19.0
46.0;3.0;324960.0;8.0;7.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;56.0;24.0
42.0;4.0;335973.0;8.0;7.0;3.0;5.0;3.0;3.0;2.0;34095.0;1340.0;42.0;21.0
57.0;4.0;420537.0;8.0;10.0;3.0;7.0;3.0;3.0;2.0;34095.0;1340.0;55.0;23.0
51.0;3.0;425161.0;9.0;6.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;65.0;19.0
43.0;3.0;304873.0;8.0;10.0;3.0;6.0;3.0;3.0;1.0;34095.0;653.0;54.0;23.0
49.0;4.0;416103.0;7.0;10.0;3.0;7.0;3.0;3.0;2.0;34095.0;1340.0;41.0;23.0
47.0;3.0;313321.0;6.0;8.0;4.0;6.0;3.0;3.0;2.0;34095.0;1340.0;42.0;24.0
55.0;4.0;386136.0;8.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;50.0;25.0
50.0;4.0;354573.0;9.0;6.0;3.0;6.0;4.0;3.0;2.0;34095.0;653.0;66.0;23.0
47.0;4.0;323069.0;9.0;10.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;56.0;23.0
49.0;3.0;341995.0;6.0;11.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;50.0;24.0
51.0;4.0;334273.0;7.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;50.0;21.0
51.0;3.0;375833.0;7.0;10.0;4.0;7.0;3.0;4.0;2.0;34095.0;653.0;54.0;23.0
49.0;4.0;363418.0;8.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;50.0;24.0
44.0;4.0;348491.0;10.0;8.0;3.0;5.0;3.0;4.0;2.0;27828.0;1340.0;60.0;24.0
53.0;3.0;358740.0;9.0;7.0;3.0;7.0;4.0;3.0;2.0;34095.0;653.0;44.0;21.0
59.0;3.0;398473.0;8.0;8.0;3.0;8.0;3.0;3.0;2.0;34095.0;653.0;59.0;18.0
48.0;4.0;395831.0;9.0;7.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;47.0;21.0
48.0;4.0;233955.0;9.0;6.0;3.0;5.0;3.0;3.0;2.0;34095.0;1340.0;58.0;26.0
56.0;3.0;322143.0;7.0;8.0;3.0;7.0;4.0;3.0;2.0;34095.0;653.0;60.0;25.0
57.0;4.0;349116.0;8.0;9.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;64.0;25.0
45.0;4.0;259510.0;10.0;7.0;3.0;4.0;3.0;3.0;2.0;34095.0;653.0;54.0;21.0
53.0;4.0;563883.0;8.0;10.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;57.0;18.0
53.0;4.0;428030.0;8.0;9.0;3.0;8.0;3.0;3.0;2.0;34095.0;653.0;46.0;24.0
60.0;4.0;342865.0;7.0;11.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;46.0;24.0
51.0;3.0;286730.0;9.0;8.0;3.0;5.0;3.0;3.0;1.0;34095.0;653.0;38.0;23.0
52.0;4.0;354573.0;9.0;8.0;3.0;5.0;3.0;3.0;1.0;34095.0;653.0;60.0;23.0
52.0;4.0;283635.0;7.0;9.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;44.0;19.0
46.0;4.0;345969.0;9.0;8.0;3.0;4.0;3.0;3.0;2.0;34095.0;653.0;64.0;24.0
45.0;4.0;388093.0;8.0;8.0;3.0;5.0;3.0;3.0;2.0;34095.0;1340.0;49.0;19.0
44.0;3.0;409505.0;10.0;6.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;62.0;18.0
44.0;4.0;409505.0;7.0;8.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;48.0;25.0
52.0;4.0;377869.0;9.0;7.0;3.0;6.0;4.0;3.0;2.0;34095.0;1340.0;48.0;21.0
54.0;4.0;358740.0;9.0;10.0;3.0;5.0;4.0;3.0;2.0;34095.0;653.0;45.0;19.0
48.0;4.0;311020.0;8.0;10.0;4.0;5.0;3.0;3.0;2.0;34095.0;1340.0;38.0;26.0
