time,a1,a2,a3,a4,a5,a6,a7,a8,class
2.1098225,3.8085742,2.8743505,7.0959992,6.7423873,5.056076,5.502154,1.6594584,0.27099887,0
1.8551177,3.8339849,2.2415297,7.0370383,6.584425,5.5349736,5.3539534,1.6103985,0.27228308,0
1.8465849,3.8499427,2.227052,7.0418863,6.5846963,5.666024,5.3546195,1.607197,0.27017036,0
1.8545668,3.8359203,2.240865,7.0376377,6.584726,5.546938,5.3541913,1.6100466,0.27205348,0
4.21075,3.9554405,1.73431,6.239094,4.114601,4.2668133,2.0011349,3.4089277,3.845681,3
6.2946463,3.5668337,4.655397,6.162463,2.1622157,4.470349,0.3883703,5.615676,6.240275,4
1.8474292,3.8508072,2.2294066,7.042293,6.5853753,5.6665597,5.3550873,1.6070879,0.2701695,0
3.9656324,3.7460167,2.3393645,6.121649,4.6024156,4.016704,2.729236,2.80274,2.6665277,3
1.8518836,3.8405275,2.2355466,7.038611,6.584459,5.5767407,5.3540573,1.6092739,0.2715144,0
1.854841,3.8322492,2.2400534,7.036263,6.5836215,5.525274,5.3533583,1.6107423,0.27248967,0
2.1012907,4.081718,2.827614,7.097448,6.7249684,4.7464223,5.48241,1.6493933,0.2760751,0
7.3656306,3.728059,6.3496275,6.4990015,5.433829,4.6473837,0.23440644,4.0268607,4.578616,4
1.8545221,3.83247,2.2392712,7.0362396,6.5834656,5.5267777,5.3532505,1.6107173,0.27246565,0
1.8464575,3.8502083,2.2266853,7.041858,6.5846086,5.666004,5.3545537,1.6071944,0.27016947,0
1.8548818,3.8342524,2.2410016,7.037067,6.5843506,5.5367575,5.3539047,1.6103585,0.2722514,0
3.9861355,3.7625499,2.2711754,6.1314583,4.5703173,4.040011,2.6595967,2.8620787,2.7775502,3
1.854534,3.835997,2.2408075,7.037657,6.5847282,5.547408,5.3541946,1.6100335,0.27204496,0
1.8465052,3.861904,2.2243352,7.041341,6.5839887,5.637769,5.353678,1.6072235,0.2705104,0
3.8884437,3.6648993,3.7264585,6.1824913,5.207401,3.9012918,4.087552,2.2761905,1.3109561,3
1.8568084,3.8991356,2.2476103,7.045094,6.590173,5.588146,5.3571205,1.6060219,0.27142778,0
1.9312084,3.8133848,2.4314349,7.0555844,6.63427,5.409792,5.3926277,1.6159377,0.27289078,0
2.4040008,4.0412316,3.5621774,7.1787267,6.9161577,4.912991,5.688366,1.7152138,0.25769332,0
2.1675618,3.81058,3.030756,7.1171427,6.7856236,5.1218505,5.551763,1.6743917,0.26544738,0
1.9289286,3.8135545,2.4258592,7.0550528,6.63282,5.4143925,5.3915043,1.6157558,0.27285826,0
3.9318807,3.719714,2.4589376,6.107629,4.6615076,3.9725842,2.8660908,2.7043798,2.4815707,3
2.0348384,3.9859257,2.6642377,7.0752563,6.6824374,4.8673654,5.4391255,1.6346073,0.2772163,0
1.8465152,3.8526552,2.2267845,7.04208,6.5847507,5.666515,5.354611,1.607065,0.27016085,0
1.8464692,3.8510664,2.2266955,7.041931,6.5846515,5.6661687,5.354567,1.6071496,0.27016655,0
1.8572124,3.8999033,2.2485466,7.0451875,6.5903893,5.586148,5.357249,1.6060095,0.27146608,0
1.8495446,3.8432567,2.231418,7.039697,6.5845265,5.608311,5.3541985,1.6085107,0.2709374,0
1.8589228,3.8318298,2.2511618,7.0375795,6.5865426,5.5211124,5.3554187,1.6105635,0.27251673,0
1.8464094,3.8564935,2.225387,7.041668,6.5843086,5.6532183,5.3541236,1.6071658,0.27032217,0
1.851014,3.8403609,2.2331324,7.0382705,6.5837846,5.576894,5.353589,1.609344,0.27151278,0
7.7439003,3.8728178,6.7293153,6.6951694,5.9193363,4.783286,0.22744212,4.0439134,4.5540624,4
1.8902838,3.821031,2.3291647,7.0448155,6.6067824,5.465104,5.371167,1.6130695,0.27284765,0
1.848354,3.846429,2.2308335,7.0414267,6.585245,5.648031,5.3549385,1.6076119,0.27041346,0
3.8886034,3.6664245,3.7709742,6.188464,5.2297444,3.9032643,4.132832,2.2751935,1.281172,3
1.8539188,3.8329432,2.23783,7.0362287,6.5831995,5.530113,5.3530684,1.6106548,0.27240998,0
2.425497,4.046056,3.629934,7.1824503,6.9275203,4.880291,5.7126117,1.7243092,0.25302032,0
1.9302838,3.8134506,2.4291785,7.055373,6.6336856,5.411741,5.3921757,1.6158619,0.27287596,0
1.8575332,3.831646,2.2472613,7.0370107,6.5854373,5.5208654,5.354647,1.6106856,0.27252346,0
1.85731,3.831865,2.246722,7.037007,6.5853367,5.522047,5.3545785,1.6106625,0.27250248,0
1.358869,4.1217833,1.198906,6.9112873,6.2710805,4.6320343,5.09099,1.6148202,0.27205694,0
1.9675543,3.9871917,2.4848032,7.0503993,6.631073,4.852307,5.395792,1.6287577,0.2800029,0
1.8479193,3.8473926,2.2300284,7.0416336,6.5851793,5.6542425,5.3549204,1.6074684,0.2703313,0
2.04236,3.9481096,6.5005674,6.9421983,5.9204416,5.2276926,7.622768,3.8295398,0.5340052,0
1.8557333,3.8352485,2.2437427,7.0377507,6.585322,5.5417595,5.354598,1.610121,0.2721462,0
1.8468336,3.8491375,2.2276616,7.0418444,6.5847974,5.664416,5.3546934,1.6072512,0.27019343,0
1.9308105,3.8134143,2.430461,7.05549,6.6340156,5.4105835,5.3924313,1.615906,0.27288538,0
2.0369856,3.8063781,2.6932914,7.0754805,6.6941833,5.0841136,5.449369,1.6385114,0.27370703,0
1.6057593,3.9788866,1.5863156,6.9325128,6.374805,4.779852,5.191086,1.6234729,0.2839076,0
1.9308105,3.8134143,2.430461,7.05549,6.6340156,5.4105835,5.3924313,1.615906,0.27288538,0
1.8487136,3.8453894,2.2309427,7.0408516,6.585001,5.634943,5.3546867,1.6079059,0.27058128,0
3.8961473,3.6632624,3.0765734,6.128722,4.897326,3.9134536,3.4474394,2.3883262,1.8207366,3
1.8466136,3.8493633,2.227138,7.0418453,6.5846896,5.665778,5.354624,1.607228,0.27017447,0
2.034998,3.9860363,2.664679,7.075324,6.6825647,4.867409,5.439241,1.6346354,0.2772082,0
1.8465643,3.85309,2.2268,7.0420566,6.584747,5.665051,5.354588,1.6070712,0.27017912,0
1.855198,3.885246,2.2458193,7.0450344,6.590145,5.614126,5.3574486,1.6060777,0.27091527,0
1.8574965,3.901649,2.2490025,7.0452294,6.590459,5.5829253,5.357255,1.6059949,0.2715295,0
1.9593146,3.9746854,6.9909725,6.915075,5.793043,5.084016,7.965374,4.1271796,0.5554482,0
1.6061138,3.9796364,1.5869789,6.932676,6.3750634,4.782547,5.191278,1.6234481,0.28389636,0
6.314385,3.5248277,4.7483654,6.1278944,2.450097,4.4395933,0.36995843,5.3713107,6.027285,4
4.1416836,3.8897738,1.8651444,6.2091656,4.305394,4.1983314,2.188697,3.198946,3.4795668,3
2.1125705,3.8086584,2.8816378,7.0969625,6.744405,5.0587077,5.5044694,1.6601925,0.2707597,0
2.2371395,3.80895,3.1963196,7.13323,6.824451,5.1117,5.5940657,1.6883423,0.26222673,0
1.8463906,3.8568604,2.2252424,7.041635,6.584267,5.652134,5.3540792,1.6071725,0.27033523,0
1.8570491,3.8991907,2.2482352,7.045158,6.5903287,5.5875607,5.3572254,1.6060164,0.27143842,0
1.8467637,3.8489072,2.2273858,7.0417404,6.5846906,5.663151,5.3546143,1.6072934,0.27020898,0
1.8932067,3.8202422,2.3364396,7.0455365,6.6087093,5.4606166,5.3726754,1.6132975,0.2728604,0
1.8583797,3.8293917,2.2489069,7.0366025,6.585459,5.510618,5.354653,1.6109858,0.2727123,0
1.8475047,3.8487723,2.2293897,7.0419636,6.5852065,5.662227,5.3549743,1.6072676,0.27022654,0
1.8463705,3.8511562,2.226415,7.0418997,6.58458,5.6661406,5.354515,1.6071532,0.27016607,0
1.8461801,3.8627114,2.2232614,7.041185,6.5837026,5.6358695,5.353447,1.6072474,0.2705308,0
1.8537797,3.8342366,2.2379982,7.0366974,6.583555,5.5377545,5.35334,1.6104136,0.27225494,0
2.1206174,3.8089042,2.9033318,7.099816,6.7503314,5.065834,5.511321,1.6623127,0.27000505,0
3.9213371,3.7114925,2.5075023,6.104313,4.6832128,3.9589605,2.9162009,2.669541,2.4169004,3
3.8988085,3.666198,2.9116588,6.1190176,4.8281655,3.9234774,3.2866664,2.4571135,1.9737307,3
1.8462797,3.8557086,2.2252269,7.0416784,6.5842724,5.655587,5.354131,1.6071632,0.27029246,0
1.9665229,3.9872627,2.4820929,7.050026,6.630294,4.8521256,5.3951526,1.6287048,0.28004187,0
1.8473173,3.8481688,2.2286444,7.041683,6.584921,5.658771,5.354757,1.6073804,0.270269,0
1.8490453,3.8444622,2.231072,7.0403433,6.5847907,5.6233053,5.354467,1.6081662,0.27073038,0
1.8572704,3.8318837,2.2466183,7.0369987,6.585312,5.5221562,5.3545613,1.610662,0.27250057,0
2.08894,4.035199,6.066171,6.9488654,6.0077276,4.63126,7.336502,3.5496137,0.50954735,0
1.9720919,3.9868655,2.4967246,7.0520387,6.6344995,4.853106,5.3986025,1.6289909,0.2798315,0
2.0417943,4.0617642,2.676523,7.0800734,6.6859064,4.8140516,5.4418154,1.6337724,0.27779222,0
1.9592898,3.9746947,6.991116,6.9150667,5.793005,5.083969,7.965479,4.127265,0.5554534,0
1.9233453,3.9718125,7.2828097,6.9040008,5.7312145,5.198278,8.165342,4.298512,0.5679956,0
4.102636,3.8496072,1.9562662,6.1831665,4.363283,4.1576734,2.296629,3.1280816,3.3369336,3
1.8537797,3.8342366,2.2379982,7.0366974,6.583555,5.5377545,5.35334,1.6104136,0.27225494,0
3.8880646,3.6675494,3.8629975,6.199194,5.2748117,3.9062743,4.2258997,2.271684,1.2189987,3
1.8565339,3.8336754,2.2452557,7.0373874,6.5853376,5.5318365,5.354591,1.6103873,0.27232578,0
3.8858855,3.6711345,4.335942,6.2366943,5.5176826,3.9125278,4.7170773,2.2289467,0.9369992,3
1.8482462,3.8482988,2.2312727,7.0420732,6.5856423,5.6594334,5.3552704,1.6072967,0.27026793,0
4.165716,3.9129443,1.8127098,6.2228785,4.251758,4.2220383,2.1252139,3.2623465,3.589414,3
2.1695237,3.9334385,5.8112535,6.9733834,6.1170683,5.210606,7.1450677,3.3712487,0.49190712,0
1.8539188,3.8329432,2.23783,7.0362287,6.5831995,5.530113,5.3530684,1.6106548,0.27240998,0
1.8831455,3.822952,2.3113976,7.0430474,6.6020737,5.47604,5.3674803,1.6125133,0.27281678,0
7.3841605,3.7348773,6.370137,6.507732,5.461368,4.6532207,0.2337892,4.0227566,4.573747,4
4.058785,3.8097255,2.0577664,6.159381,4.4370556,4.114032,2.4207203,3.0434499,3.1612074,3
2.164529,3.8105564,3.022437,7.116033,6.783435,5.1173325,5.549186,1.6736035,0.2657219,0
1.8568088,3.8320844,2.2454152,7.0369024,6.585029,5.5233707,5.354361,1.6106558,0.27248535,0
3.9091268,3.693901,2.6428092,6.103096,4.7278504,3.941696,3.0382466,2.5919182,2.251744,3
1.8547747,3.8347797,2.2409356,7.0372424,6.5844607,5.539946,5.3539896,1.6102614,0.27218777,0
4.219057,3.9651217,1.7211456,6.2401447,4.0846443,4.2752876,1.9754047,3.4404795,3.9008172,3
1.846348,3.8497453,2.2263918,7.0417776,6.584509,5.6658964,5.3544893,1.6072257,0.27017042,0
7.7439003,3.8728178,6.7293153,6.6951694,5.9193363,4.783286,0.22744212,4.0439134,4.5540624,4
2.1125705,3.8086584,2.8816378,7.0969625,6.744405,5.0587077,5.5044694,1.6601925,0.2707597,0
1.8497401,3.8433132,2.2319887,7.0397944,6.584698,5.60862,5.354318,1.6084847,0.27093136,0
2.1676595,3.8105853,3.031037,7.1171875,6.785701,5.122218,5.5518517,1.6744127,0.2654367,0
2.1131892,3.8086774,2.8833086,7.097186,6.7448626,5.0593066,5.5049987,1.6603551,0.27070102,0
6.2946463,3.5668337,4.655397,6.162463,2.1622157,4.470349,0.3883703,5.615676,6.240275,4
2.0417943,4.0617642,2.676523,7.0800734,6.6859064,4.8140516,5.4418154,1.6337724,0.27779222,0
1.8583797,3.8293917,2.2489069,7.0366025,6.585459,5.510618,5.354653,1.6109858,0.2727123,0
1.84673,3.8510616,2.2274292,7.042034,6.5848503,5.666287,5.354709,1.6071298,0.27016717,0
1.8460631,3.8627868,2.2229216,7.041139,6.583612,5.6357164,5.3533792,1.607255,0.2705317,0
2.1666362,3.9338968,5.8261585,6.972665,6.1124835,5.2110276,7.1556735,3.381795,0.4929899,0
1.9159577,3.8145113,2.3934932,7.051532,6.6240673,5.431766,5.3847,1.6149178,0.2728435,0
1.9777613,3.9733071,6.85667,6.92055,5.8239884,5.0399365,7.8709793,4.0464797,0.549841,0
3.8924453,3.6605248,3.2156003,6.132704,4.9565563,3.903196,3.5868537,2.3459554,1.7009557,3
1.8463906,3.8568604,2.2252424,7.041635,6.584267,5.652134,5.3540792,1.6071725,0.27033523,0
1.8547574,3.8356657,2.2412755,7.0376,6.584773,5.545276,5.354221,1.6100867,0.27208355,0
1.8467625,3.861481,2.225137,7.041453,6.5842032,5.6387415,5.353844,1.6072056,0.2705007,0
2.1238978,3.8089995,2.9121754,7.1009774,6.752748,5.0687394,5.5141144,1.663177,0.26969734,0
1.8588278,3.8293602,2.250138,7.0367575,6.585789,5.510316,5.3548856,1.6109614,0.2727123,0
1.8573446,3.9017508,2.2485855,7.0451875,6.590352,5.5830884,5.3571787,1.6059978,0.271527,0
1.857414,3.9024117,2.24865,7.0451856,6.590347,5.5818295,5.357158,1.6059964,0.27155182,0
2.3862116,3.90913,4.6926613,7.0792093,6.547893,5.1277037,6.337198,2.5140347,0.3804736,0
4.095664,3.8424876,1.9714307,6.1782093,4.373398,4.150432,2.3153687,3.116075,3.312419,3
3.888679,3.668187,4.1187444,6.2261705,5.404475,3.9138417,4.48814,2.2555306,1.0509974,3
1.8568022,3.8978982,2.2478006,7.045117,6.5902524,5.5900197,5.357204,1.6060281,0.27139014,0
1.8464929,3.8498356,2.2267962,7.0418425,6.5846224,5.6659713,5.354569,1.6072099,0.2701705,0
3.8855095,3.6716008,4.3637385,6.2384396,5.5323477,3.9124784,4.74622,2.2258031,0.9256133,3
3.885613,3.671194,4.3526626,6.2376776,5.526489,3.9124525,4.734652,2.2270637,0.9300189,3
1.855196,3.8321228,2.240987,7.0363445,6.5838466,5.5244617,5.353518,1.6107426,0.27249855,0
1.9277003,3.8136384,2.4228723,7.054778,6.632051,5.4170895,5.390909,1.6156528,0.27283645,0
1.9201989,3.814223,2.404101,7.052704,6.62695,5.4264407,5.386941,1.6151826,0.2728415,0
1.9233453,3.9718125,7.2828097,6.9040008,5.7312145,5.198278,8.165342,4.298512,0.5679956,0
6.3338566,3.5497026,4.7359266,6.1562514,2.372296,4.462156,0.37657303,5.4733896,6.1119084,4
2.094661,4.088288,6.011134,6.9508595,6.017341,4.510076,7.299194,3.514068,0.50732166,0
1.8480386,3.8469582,2.230199,7.0415254,6.5851617,5.65174,5.3548975,1.6075323,0.270364,0
4.19817,3.941197,1.7501112,6.235141,4.155934,4.2541785,2.0328567,3.3626096,3.765965,3
2.4034128,3.9066277,4.60599,7.092436,6.591649,5.117751,6.2744336,2.440467,0.3685431,0
2.1125705,3.8086584,2.8816378,7.0969625,6.744405,5.0587077,5.5044694,1.6601925,0.2707597,0
1.9183998,3.8142924,2.3996212,7.052216,6.625741,5.4289417,5.386002,1.6150672,0.27283755,0
1.8516302,3.8396971,2.234446,7.0381517,6.583934,5.571424,5.3536816,1.6094689,0.27161187,0
2.1490605,3.810413,2.980084,7.110041,6.771419,5.0931516,5.5356073,1.6697333,0.26731637,0
1.8469092,3.8487659,2.2277365,7.041744,6.584764,5.6622944,5.3546615,1.6073072,0.27022102,0
6.3960643,3.4584234,4.9607882,6.0915313,3.1021621,4.4012294,0.33479849,4.8805194,5.608522,4
4.1416836,3.8897738,1.8651444,6.2091656,4.305394,4.1983314,2.188697,3.198946,3.4795668,3
3.888679,3.668187,4.1187444,6.2261705,5.404475,3.9138417,4.48814,2.2555306,1.0509974,3
4.054018,3.8071623,2.0705125,6.157711,4.4474072,4.1094866,2.4361646,3.03312,3.1393564,3
1.8475047,3.8487723,2.2293897,7.0419636,6.5852065,5.662227,5.3549743,1.6072676,0.27022654,0
2.0570781,4.1014194,6.2043624,6.9418106,5.9604974,4.481046,7.432793,3.6417713,0.5190029,0
3.8943107,3.6604047,3.143864,6.1307564,4.926419,3.9081664,3.515221,2.3616326,1.7590356,3
1.6062076,3.9795446,1.5871453,6.93267,6.3750877,4.7822948,5.1913085,1.6234548,0.28390393,0
1.8542484,3.836244,2.2401268,7.0376554,6.5846047,5.5490246,5.3541107,1.6100025,0.27201605,0
1.8487136,3.8453894,2.2309427,7.0408516,6.585001,5.634943,5.3546867,1.6079059,0.27058128,0
1.9092109,3.8158035,2.3765402,7.0496883,6.6194654,5.43964,5.381103,1.6144714,0.27286065,0
3.8982863,3.6656165,2.9282804,6.119939,4.8341885,3.9225647,3.3018184,2.4505072,1.958851,3
2.1284437,4.207094,5.8238235,6.9627113,6.0668097,4.367011,7.1656966,3.3879144,0.49804235,0
2.3856647,3.909212,4.6954184,7.078789,6.546501,5.128033,6.339194,2.516374,0.38085315,0
1.6059861,3.9769447,1.5867044,6.9322705,6.3746967,4.7755556,5.191086,1.6235511,0.2839664,0
1.8463906,3.8568604,2.2252424,7.041635,6.584267,5.652134,5.3540792,1.6071725,0.27033523,0
2.0576065,4.1013327,6.2015543,6.941936,5.9613037,4.4810967,7.430857,3.6399179,0.5188348,0
1.8467625,3.861481,2.225137,7.041453,6.5842032,5.6387415,5.353844,1.6072056,0.2705007,0
1.6053909,3.9799209,1.5856719,6.932639,6.3747873,4.7826543,5.1910024,1.6234186,0.2838578,0
3.8884437,3.6648993,3.7264585,6.1824913,5.207401,3.9012918,4.087552,2.2761905,1.3109561,3
1.8550339,3.8340862,2.2413454,7.037051,6.584401,5.5356426,5.353938,1.6103833,0.2722711,0
1.8466136,3.8493633,2.227138,7.0418453,6.5846896,5.665778,5.354624,1.607228,0.27017447,0
1.8497401,3.8433132,2.2319887,7.0397944,6.584698,5.60862,5.354318,1.6084847,0.27093136,0
1.60695,3.978033,1.5884608,6.932517,6.3752155,4.7786365,5.191519,1.623538,0.28398252,0
2.395076,4.136016,3.5167508,7.1686034,6.8957214,4.609016,5.670244,1.7152338,0.26344565,0
1.8539188,3.8329432,2.23783,7.0362287,6.5831995,5.530113,5.3530684,1.6106548,0.27240998,0
1.8531358,3.8379412,2.237799,7.0379496,6.584393,5.559734,5.353981,1.6097343,0.27182263,0
1.8465233,3.8501494,2.226872,7.0418787,6.5846567,5.666024,5.3545876,1.607192,0.27016973,0
7.317159,3.7100763,6.2963843,6.475493,5.3627343,4.6316433,0.23594442,4.03611,4.590291,4
1.8466136,3.8493633,2.227138,7.0418453,6.5846896,5.665778,5.354624,1.607228,0.27017447,0
1.60695,3.978033,1.5884608,6.932517,6.3752155,4.7786365,5.191519,1.623538,0.28398252,0
1.9665229,3.9872627,2.4820929,7.050026,6.630294,4.8521256,5.3951526,1.6287048,0.28004187,0
1.8460382,3.85604,2.2244759,7.0415673,6.5840693,5.6546745,5.3539743,1.6071827,0.27030155,0
1.854995,3.83467,2.2414865,7.03727,6.5845785,5.5390763,5.3540716,1.6102724,0.27220094,0
1.8470017,3.8484237,2.2278674,7.041659,6.58475,5.660333,5.354644,1.6073577,0.27024668,0
1.8510567,3.8325024,2.229862,7.03511,6.5809956,5.5303936,5.3514977,1.6108739,0.27246705,0
1.6062076,3.9795446,1.5871453,6.93267,6.3750877,4.7822948,5.1913085,1.6234548,0.28390393,0
1.9776118,3.973295,6.857857,6.9205084,5.823727,5.040526,7.871775,4.047206,0.5498977,0
2.4430323,3.8751693,4.024341,7.1736403,6.844134,5.118312,5.8736753,1.935816,0.27561218,0
1.9589121,3.9746735,6.9939423,6.914948,5.7923603,5.084997,7.9675117,4.1289387,0.55556315,0
1.605078,3.9802926,1.5851179,6.9326735,6.3747134,4.7837706,5.190906,1.6233919,0.2838294,0
2.4398124,3.8697863,3.9756365,7.1781764,6.8594613,5.1188254,5.847415,1.8917387,0.26774168,0
1.847609,3.8485515,2.2295966,7.0419264,6.5852304,5.6609464,5.3549857,1.6072974,0.27024373,0
1.6058806,3.9790504,1.5865382,6.932551,6.3748765,4.7803802,5.191144,1.6234696,0.283908,0
1.8507278,3.8412614,2.232978,7.03871,6.584077,5.5854363,5.353817,1.6091042,0.2713564,0
1.8474101,3.8489733,2.2292013,7.0420003,6.585186,5.663394,5.3549643,1.6072407,0.27021098,0
3.9991214,3.7710884,2.2282557,6.1369667,4.5488834,4.0543075,2.6151729,2.8959947,2.853009,3
3.9121435,3.6991572,2.6137998,6.104225,4.719213,3.945635,3.0130627,2.6086931,2.2858033,3
1.8548818,3.8342524,2.2410016,7.037067,6.5843506,5.5367575,5.3539047,1.6103585,0.2722514,0
2.0321755,3.985462,2.6568184,7.0742183,6.680351,4.866656,5.4372087,1.6340632,0.277354,0
2.094661,4.088288,6.011134,6.9508595,6.017341,4.510076,7.299194,3.514068,0.50732166,0
1.6060297,3.9792712,1.586812,6.932598,6.3749657,4.7810793,5.191215,1.6234643,0.2839081,0
1.9277003,3.8136384,2.4228723,7.054778,6.632051,5.4170895,5.390909,1.6156528,0.27283645,0
4.201372,3.9439075,1.7445511,6.236327,4.1467347,4.257453,2.0239441,3.3721602,3.783785,3
7.317159,3.7100763,6.2963843,6.475493,5.3627343,4.6316433,0.23594442,4.03611,4.590291,4
3.888514,3.6658478,3.766587,6.1877747,5.2275186,3.9029799,4.1284575,2.27532,1.2841587,3
3.888679,3.668187,4.1187444,6.2261705,5.404475,3.9138417,4.48814,2.2555306,1.0509974,3
1.8490248,3.8445048,2.2310512,7.0403666,6.584798,5.6238465,5.3544755,1.6081548,0.27072346,0
7.317159,3.7100763,6.2963843,6.475493,5.3627343,4.6316433,0.23594442,4.03611,4.590291,4
1.8482921,3.848262,2.2313857,7.0420785,6.5856676,5.6592116,5.3552876,1.6072998,0.2702711,0
1.8461801,3.8627114,2.2232614,7.041185,6.5837026,5.6358695,5.353447,1.6072474,0.2705308,0
3.8884559,3.6651454,3.740437,6.1843157,5.2144065,3.9018652,4.1018085,2.2758448,1.3015645,3
2.089814,4.0351033,6.0617027,6.9490833,6.00904,4.6318216,7.333402,3.5466616,0.50928247,0
1.8550339,3.8340862,2.2413454,7.037051,6.584401,5.5356426,5.353938,1.6103833,0.2722711,0
1.9298317,3.8134825,2.4280777,7.0552707,6.633402,5.412707,5.3919563,1.6158249,0.27286848,0
1.8478422,3.8473604,2.229803,7.041594,6.5851135,5.6540775,5.3548737,1.6074789,0.27033266,0
1.8498572,3.8426335,2.231715,7.039345,6.5843186,5.6007867,5.3540306,1.6087103,0.27107537,0
1.8464739,3.8507297,2.2267175,7.041907,6.5846424,5.6661077,5.354567,1.6071668,0.2701678,0
6.355559,3.5855935,4.7111335,6.1959724,2.247438,4.4940705,0.3867511,5.629207,6.239786,4
3.877723,3.6755762,4.5957046,6.246336,5.6478796,3.907024,4.9878488,2.2009258,0.8464968,3
7.3841605,3.7348773,6.370137,6.507732,5.461368,4.6532207,0.2337892,4.0227566,4.573747,4
1.8498453,3.843072,2.2320518,7.039647,6.584602,5.6056304,5.354242,1.6085653,0.27098632,0
1.846348,3.8497453,2.2263918,7.0417776,6.584509,5.6658964,5.3544893,1.6072257,0.27017042,0
1.9774563,3.9733346,6.8590326,6.920463,5.8234615,5.0409336,7.8725643,4.0479255,0.5499541,0
1.9592898,3.9746947,6.991116,6.9150667,5.793005,5.083969,7.965479,4.127265,0.5554534,0
2.4268901,3.90287,4.4120407,7.1216297,6.6824718,5.09931,6.1416,2.2761712,0.33998463,0
1.849375,3.8435605,2.231229,7.039861,6.5845995,5.6121454,5.3542647,1.6084161,0.2708737,0
1.853454,3.8375652,2.2385106,7.0379086,6.5844927,5.557306,5.354047,1.6097898,0.27186638,0
2.1705785,3.8106043,3.0388722,7.1182027,6.7877216,5.126384,5.554197,1.6751211,0.2651966,0
1.8563594,3.8332977,2.244619,7.037177,6.5850744,5.529791,5.354405,1.6104712,0.2723634,0
1.849375,3.8435605,2.231229,7.039861,6.5845995,5.6121454,5.3542647,1.6084161,0.2708737,0
1.8572453,3.900215,2.2485805,7.0451903,6.590389,5.5856075,5.357241,1.6060071,0.27147678,0
1.8539188,3.8329432,2.23783,7.0362287,6.5831995,5.530113,5.3530684,1.6106548,0.27240998,0
1.8468336,3.8491375,2.2276616,7.0418444,6.5847974,5.664416,5.3546934,1.6072512,0.27019343,0
1.8558921,3.8350792,2.244104,7.0377364,6.585377,5.5406246,5.3546333,1.610146,0.2721667,0
4.21998,3.967656,1.7234926,6.2403765,4.0790586,4.276016,1.9758162,3.4479845,3.9109557,3
2.1680863,3.8105884,3.032209,7.1173434,6.7860065,5.122864,5.552213,1.6745241,0.26539874,0
1.9277003,3.8136384,2.4228723,7.054778,6.632051,5.4170895,5.390909,1.6156528,0.27283645,0
1.8497401,3.8433132,2.2319887,7.0397944,6.584698,5.60862,5.354318,1.6084847,0.27093136,0
1.8565073,3.8331647,2.2449663,7.037173,6.585134,5.528879,5.3544445,1.6104891,0.27237982,0
4.1838045,3.9281733,1.7742351,6.2296944,4.1996517,4.2399445,2.0715652,3.3162224,3.6851308,3
1.8463231,3.856204,2.2252214,7.041658,6.5842667,5.6541014,5.354107,1.6071675,0.27031085,0
1.8489658,3.8447108,2.2310593,7.040481,6.584852,5.626382,5.3545303,1.6080968,0.27069098,0
1.6047955,3.980019,1.5845896,6.932581,6.3745337,4.782163,5.1907635,1.6234019,0.28383237,0
1.8505855,3.84156,2.2328248,7.0388584,6.584159,5.588645,5.3538823,1.6090181,0.27129763,0
2.1675618,3.81058,3.030756,7.1171427,6.7856236,5.1218505,5.551763,1.6743917,0.26544738,0
1.8497401,3.8433132,2.2319887,7.0397944,6.584698,5.60862,5.354318,1.6084847,0.27093136,0
4.102636,3.8496072,1.9562662,6.1831665,4.363283,4.1576734,2.296629,3.1280816,3.3369336,3
1.8567485,3.897651,2.2476995,7.045107,6.590234,5.5905046,5.357197,1.6060302,0.2713806,0
4.155033,3.9032009,1.8368169,6.2167854,4.2748947,4.2114735,2.153987,3.2350652,3.5412848,3
1.8463402,3.8520348,2.2263074,7.041958,6.584591,5.666295,5.3545074,1.6071105,0.27016288,0
2.1125705,3.8086584,2.8816378,7.0969625,6.744405,5.0587077,5.5044694,1.6601925,0.2707597,0
2.14724,3.8102763,2.9750376,7.109269,6.7699323,5.0891194,5.533965,1.6693077,0.2675186,0
2.0576234,4.1013374,6.2014604,6.9419417,5.9613304,4.481084,7.430793,3.6398556,0.5188293,0
1.8568019,3.899117,2.2475963,7.0450926,6.5901704,5.588187,5.357118,1.6060221,0.27142698,0
1.9142222,3.814655,2.3891377,7.0510416,6.622878,5.4337525,5.3837733,1.6148126,0.27284807,0
3.8881774,3.668012,4.156421,6.2279253,5.423954,3.9136605,4.528089,2.2520301,1.0279794,3
2.1286058,4.206563,5.8229566,6.9627333,6.0670867,4.367365,7.1650977,3.3872995,0.4979674,0
3.9292834,3.718383,2.469675,6.106456,4.6659856,3.9693232,2.8773324,2.6977243,2.4682114,3
1.8472378,3.8481026,2.228401,7.0416317,6.5848455,5.658424,5.354703,1.6073954,0.27027273,0
1.85731,3.831865,2.246722,7.037007,6.5853367,5.522047,5.3545785,1.6106625,0.27250248,0
1.8554641,3.834337,2.242622,7.037293,6.584799,5.536686,5.354223,1.6103146,0.27224007,0
6.3960643,3.4584234,4.9607882,6.0915313,3.1021621,4.4012294,0.33479849,4.8805194,5.608522,4
2.1676595,3.8105853,3.031037,7.1171875,6.785701,5.122218,5.5518517,1.6744127,0.2654367,0
1.9674096,3.9871879,2.4844227,7.0503454,6.6309633,4.85228,5.3957014,1.6287508,0.28000838,0
