0,1,2,3,4,5,6,7,8
5,6,5,3,10,2,6,19,15
2,8,12,4,16,5,12,6,1
2,6,18,2,14,3,17,14,2
0,5,14,2,13,6,18,30,2
0,4,5,3,7,3,11,15,7
5,6,5,1,11,5,4,23,13
2,7,22,3,14,3,14,19,2
6,6,8,3,5,2,4,40,21
0,6,5,3,10,5,4,19,7
1,6,19,3,15,3,17,19,1
2,6,5,2,14,4,9,3,1
8,4,4,3,5,3,10,45,22
3,6,13,2,16,2,11,10,1
2,6,12,0,14,3,13,10,1
6,6,24,4,15,1,13,15,5
6,6,19,4,15,3,13,18,1
2,6,5,4,14,5,11,8,1
8,4,24,2,13,3,3,23,9
2,6,9,2,16,3,11,1,1
1,6,5,3,14,2,10,10,1
12,4,23,4,19,3,1,8,13
5,8,6,3,10,2,4,21,13
10,4,16,3,7,2,10,38,20
2,7,12,3,16,2,9,6,1
10,6,14,0,6,3,1,42,27
2,8,8,2,14,3,11,8,1
2,6,23,1,15,1,17,22,2
0,6,5,2,10,5,13,13,4
8,4,10,3,4,0,9,4,2
6,6,4,4,10,5,2,9,7
10,8,11,1,4,6,1,52,28
8,4,26,4,19,2,9,19,7
10,6,13,1,7,3,1,30,20
2,6,5,3,14,1,9,1,2
1,6,8,4,12,3,13,11,2
10,5,12,3,0,6,1,50,30
5,4,3,3,17,2,11,11,1
2,6,8,2,16,2,9,3,1
10,8,12,2,3,2,1,51,28
2,7,7,2,14,2,11,9,2
2,6,16,3,15,1,17,13,2
6,8,12,3,17,5,7,1,1
2,6,11,3,18,2,9,5,9
10,6,12,0,6,1,1,41,26
0,6,26,1,10,2,18,29,4
0,6,16,4,6,3,17,37,21
0,6,10,3,12,5,13,15,3
6,6,15,3,5,5,3,34,21
1,8,5,3,16,4,11,3,1
1,4,6,3,12,3,5,11,15
2,6,9,0,15,3,11,11,1
6,4,17,2,7,2,12,30,11
2,8,8,3,3,2,9,53,9
2,8,5,3,16,1,9,9,2
1,6,12,2,12,1,17,16,2
5,6,6,3,10,1,7,24,13
2,8,26,2,12,3,17,30,6
5,6,23,4,12,2,12,19,5
2,7,12,4,16,3,13,11,1
2,4,25,3,14,5,17,22,1
8,8,8,2,6,3,11,9,22
5,6,5,3,4,6,2,31,22
6,6,19,4,15,2,12,19,5
2,8,4,1,15,3,7,51,22
2,6,12,3,14,4,17,11,1
12,6,25,3,19,2,1,5,15
5,6,22,4,14,2,13,19,5
3,6,14,3,17,4,11,4,1
1,6,5,2,12,2,12,11,6
5,6,21,3,15,3,13,19,5
0,6,5,3,12,1,13,11,2
2,6,12,2,16,3,14,11,1
2,4,16,3,10,5,14,11,1
0,6,26,2,12,2,18,30,3
0,8,5,1,6,3,12,41,21
6,6,8,2,17,2,7,1,2
6,6,19,2,15,2,13,19,7
0,6,5,4,12,1,14,15,3
2,8,12,0,14,0,12,11,2
10,6,12,2,4,4,1,39,28
5,6,5,2,10,3,13,19,14
2,6,8,2,16,2,12,8,2
0,6,5,3,5,5,13,31,12
2,6,15,3,16,5,11,8,1
7,6,25,3,19,4,13,5,1
0,6,5,3,10,5,12,16,4
3,6,12,4,17,3,1,1,2
5,6,5,3,10,5,4,11,9
0,6,11,3,12,3,17,26,5
3,6,8,3,16,2,9,1,1
5,6,5,3,10,2,7,23,13
0,6,28,2,10,2,18,32,3
0,7,8,4,12,4,17,14,3
2,8,6,3,16,4,9,4,1
12,6,23,2,19,2,1,4,12
1,6,12,3,14,1,17,13,2
0,6,19,3,17,2,13,11,3
5,8,8,3,2,2,7,38,21
5,6,19,1,14,4,14,19,7
5,6,5,4,10,5,5,19,12
3,6,25,3,19,2,17,13,1
7,8,8,3,0,2,5,54,30
10,4,11,4,6,3,1,39,29
2,7,8,1,14,5,8,1,1
6,6,2,4,17,3,9,3,1
5,6,5,1,6,5,4,31,20
1,8,5,3,11,3,13,17,7
0,6,5,3,11,2,18,15,3
2,6,24,2,14,0,11,17,2
5,6,5,3,10,4,4,19,7
1,6,8,3,13,5,15,8,1
5,6,5,3,10,2,13,19,15
2,6,13,3,16,1,10,7,1
2,4,8,2,16,2,11,9,1
2,6,8,2,14,3,11,8,2
1,6,10,3,4,2,9,9,2
0,5,4,2,11,3,12,11,3
2,8,15,4,15,3,17,9,1
8,7,22,2,12,3,5,19,20
6,8,15,4,4,3,1,40,22
8,8,5,3,0,3,2,54,28
0,6,11,2,6,0,1,40,27
1,6,9,2,14,1,12,17,2
0,6,9,2,10,0,18,31,4
5,6,23,4,15,2,13,19,5
5,6,19,4,14,2,12,19,5
2,6,10,4,17,2,9,4,2
10,6,15,3,0,6,1,51,29
5,6,4,3,10,1,4,6,13
2,6,8,3,14,4,15,11,1
0,6,19,3,17,4,18,22,3
2,6,12,4,16,3,11,8,1
6,4,19,3,17,1,13,11,2
1,6,12,2,14,5,10,11,1
2,6,8,4,16,3,10,8,1
2,6,8,2,14,5,14,9,1
5,6,24,2,15,2,13,19,5
6,6,19,2,15,2,13,11,2
5,6,5,3,1,5,5,53,29
2,6,5,3,15,3,9,11,1
2,4,9,0,16,3,11,12,2
2,6,14,3,14,2,14,13,2
0,6,5,4,13,2,13,15,6
0,6,10,2,12,1,15,15,3
10,8,4,2,5,2,1,37,24
10,6,4,2,5,0,12,31,19
2,6,15,2,14,2,17,14,2
0,6,6,3,12,4,12,14,5
0,6,11,4,7,1,16,37,21
3,6,8,2,16,2,12,1,2
0,6,19,2,10,2,17,31,5
2,8,8,3,14,2,11,7,2
5,8,12,3,12,6,10,11,2
0,8,4,4,12,3,11,9,2
6,6,19,3,15,5,13,19,5
1,6,8,4,5,4,7,39,21
0,6,26,2,12,3,18,30,3
5,6,5,3,10,3,6,22,13
0,6,8,1,13,4,11,8,2
0,6,5,2,12,2,14,16,3
10,6,4,1,4,4,1,51,27
2,6,15,3,14,3,17,25,2
8,7,10,3,17,5,9,1,1
0,6,9,1,7,3,17,30,5
1,4,5,3,11,3,11,17,7
3,8,12,3,15,1,11,8,2
0,6,5,2,5,3,14,42,22
0,6,5,3,9,2,13,17,4
5,6,19,3,17,5,12,11,1
2,5,23,2,12,0,17,25,1
5,6,19,4,15,1,13,19,5
2,5,7,3,16,3,9,1,1
6,6,16,1,7,5,7,40,12
12,5,26,4,19,3,1,6,13
0,6,8,3,13,5,13,15,1
5,6,17,4,5,4,4,37,22
2,6,6,2,16,4,11,5,1
2,8,7,2,16,3,9,4,2
2,8,5,3,4,3,6,45,23
1,6,5,4,14,2,13,12,2
2,6,8,4,16,2,11,9,2
10,6,16,3,7,3,1,35,29
1,6,15,3,15,1,17,33,2
3,6,8,4,17,2,7,1,2
2,8,9,4,16,3,8,1,1
2,8,9,3,16,2,12,10,2
8,6,26,3,19,0,1,11,1
1,6,12,3,13,4,11,11,1
2,6,8,2,16,4,9,4,1
2,6,7,3,14,2,10,8,2
2,6,6,2,16,2,9,4,1
0,4,26,4,12,2,18,29,3
8,6,8,3,0,2,4,54,31
10,8,16,2,6,3,1,37,29
2,4,2,4,13,3,12,11,1
5,6,4,4,3,6,3,41,20
0,4,5,3,10,3,14,15,7
10,8,9,3,0,2,1,54,29
5,6,19,4,15,2,14,20,7
2,6,5,3,16,2,9,2,1
5,6,8,3,17,2,8,1,1
0,4,3,1,14,5,12,11,1
2,8,11,4,16,3,9,8,2
2,6,12,0,14,1,13,11,2
10,6,13,2,4,2,11,48,28
0,6,8,4,12,2,14,16,2
10,6,14,2,5,3,12,37,2
5,6,6,1,8,4,4,31,21
5,6,4,3,16,6,3,1,2
0,6,5,2,6,2,14,32,7
0,6,16,2,7,3,17,37,5
5,6,5,3,10,2,7,23,12
10,6,8,1,6,5,1,43,27
5,6,8,3,2,4,5,50,29
5,6,21,3,15,1,13,19,5
2,6,8,2,16,3,10,10,1
2,4,5,3,14,1,9,4,2
2,6,6,4,16,3,12,9,1
0,6,27,3,11,2,18,31,3
10,8,9,3,1,2,1,54,29
1,4,5,3,12,2,9,7,2
8,6,12,4,14,3,11,11,2
2,6,12,3,16,1,10,7,2
0,8,5,3,12,4,11,11,1
2,6,8,2,14,4,12,8,2
5,6,7,3,14,2,8,14,13
1,4,16,3,11,5,17,40,5
6,6,5,3,5,5,2,39,17
0,6,3,3,13,4,13,15,3
0,6,5,3,12,2,13,15,3
0,6,5,3,6,5,13,40,9
5,6,24,4,5,5,13,24,12
5,8,5,3,2,1,3,1,23
1,8,5,2,14,1,11,9,1
6,6,19,4,17,5,11,11,1
12,8,12,3,5,1,1,42,23
10,6,15,3,6,5,1,38,28
12,6,24,3,19,2,1,6,15
6,6,16,3,17,4,10,7,1
2,6,12,2,14,1,12,11,2
10,6,11,1,0,2,1,54,29
0,6,5,2,13,3,15,14,2
1,6,7,4,13,1,15,14,2
1,8,9,3,5,2,9,47,23
10,6,16,3,5,4,1,51,28
1,6,12,3,15,4,17,13,1
5,6,16,4,3,3,4,40,29
2,8,10,2,14,1,10,14,2
0,5,2,3,12,2,12,16,3
3,6,12,2,15,2,9,4,1
5,6,19,4,15,3,14,19,5
2,8,7,3,15,1,13,11,2
6,6,19,2,15,2,13,19,7
0,6,11,3,5,5,13,39,14
5,6,5,3,4,3,3,23,21
2,6,14,2,15,3,14,11,1
8,7,24,3,12,1,4,26,9
5,6,5,3,5,2,12,41,22
6,6,19,3,15,2,13,19,7
0,6,5,3,13,5,13,15,3
10,6,11,3,0,4,1,52,31
0,6,11,2,13,2,17,15,3
0,6,5,3,9,5,13,16,5
2,6,25,4,15,3,17,24,1
5,6,23,3,15,3,13,10,5
6,6,11,4,5,5,8,36,23
5,6,5,4,15,3,10,7,5
12,4,25,2,19,5,1,6,14
5,6,19,4,15,5,13,18,5
2,6,12,0,15,1,13,11,1
10,6,10,3,0,6,1,53,31
5,6,25,2,15,2,15,24,6
2,6,7,2,14,3,17,15,2
2,6,16,2,15,1,17,15,2
0,6,8,4,13,3,15,14,3
10,6,8,4,0,3,1,52,30
5,7,8,1,5,4,7,30,19
5,8,5,3,10,3,3,24,13
6,6,6,3,10,5,3,19,6
10,6,14,3,4,1,1,34,28
10,8,11,3,0,4,1,49,31
1,6,5,2,12,2,13,11,2
0,7,24,3,12,5,18,30,3
2,8,8,2,16,3,11,9,1
0,6,5,3,13,3,13,14,3
3,6,12,2,16,2,11,6,1
1,6,19,4,13,3,17,15,5
2,6,23,1,15,5,17,11,2
2,8,4,3,14,4,9,3,1
6,6,5,3,6,4,4,40,23
0,7,19,3,12,2,18,29,3
0,6,5,3,10,5,15,19,9
2,6,8,2,14,1,13,9,2
0,6,19,2,9,2,17,19,7
2,6,12,3,14,2,11,11,1
2,7,23,2,14,2,17,24,3
1,8,13,4,17,3,14,11,1
8,4,15,4,15,3,17,9,1
0,6,19,4,12,4,18,13,3
2,6,16,3,14,1,11,9,2
2,6,7,3,19,3,5,5,13
0,6,5,2,10,3,6,14,9
6,6,8,3,3,2,7,48,21
10,6,8,2,16,4,1,1,1
1,6,3,2,12,4,11,11,1
2,5,15,4,13,3,17,13,3
2,6,19,2,15,5,17,19,1
2,6,12,2,15,2,14,8,1
2,8,14,3,14,3,11,9,2
0,6,19,2,12,2,18,29,3
1,5,10,4,13,4,17,16,2
10,5,14,2,4,0,1,22,27
5,6,9,3,4,5,3,38,20
0,7,28,2,12,2,18,30,3
12,4,22,2,19,5,1,11,13
2,6,23,4,15,3,17,19,1
5,6,5,3,5,5,4,30,22
10,6,9,3,6,5,12,52,1
5,6,5,3,3,2,5,37,13
5,8,5,3,10,3,2,18,14
5,5,22,3,14,2,11,25,7
6,6,15,3,17,6,4,7,9
2,6,12,2,14,3,13,11,1
5,6,19,3,15,2,13,19,5
10,8,12,3,0,2,1,45,29
0,6,26,3,13,3,17,16,3
6,7,10,1,5,3,1,40,22
2,8,13,4,6,3,9,38,22
2,6,5,3,7,3,9,45,26
1,6,12,3,14,5,13,9,1
3,6,12,3,17,5,9,7,1
7,6,8,3,0,2,2,52,30
12,6,8,3,16,4,9,5,1
0,6,3,2,10,5,13,16,5
10,8,4,3,7,3,9,36,23
2,6,12,2,16,1,11,10,1
0,6,5,3,13,2,14,11,7
2,4,12,2,14,4,12,11,1
2,6,16,3,15,3,15,7,2
1,4,15,2,13,3,17,14,7
2,7,23,2,14,3,7,26,12
0,6,5,3,10,6,13,19,5
2,8,8,3,16,4,9,2,1
10,8,8,1,7,3,1,37,21
1,4,8,3,14,4,11,10,1
2,6,8,3,14,6,10,8,2
0,6,5,1,10,5,13,31,5
5,6,6,1,6,5,7,26,20
0,4,2,4,13,3,12,16,5
0,6,11,3,10,5,15,19,5
0,6,5,3,10,2,17,16,4
1,6,2,3,15,5,12,11,1
2,6,12,0,15,3,14,11,1
1,6,5,3,13,4,13,11,2
10,6,15,1,6,4,1,39,19
0,6,9,0,6,3,14,17,2
6,4,19,3,17,5,8,6,1
2,6,12,2,15,2,14,11,1
1,6,11,3,13,3,13,14,1
0,6,5,3,10,3,12,16,4
10,6,11,3,0,0,1,53,29
1,8,5,3,12,2,11,10,2
2,8,12,2,14,3,11,8,2
3,8,19,2,14,3,17,11,2
2,5,8,3,0,2,3,19,9
0,6,19,3,10,2,13,26,5
1,4,8,3,12,1,15,16,2
2,8,5,3,2,2,11,17,23
8,4,23,3,12,2,6,26,22
0,6,2,4,12,5,13,11,3
2,8,6,4,5,3,11,40,23
2,6,15,0,8,3,17,35,1
8,4,15,2,17,3,11,9,2
5,6,8,3,16,2,6,1,2
0,6,5,3,10,2,13,15,5
12,6,24,4,19,2,1,9,13
1,6,8,3,13,2,12,11,2
2,6,5,4,14,2,9,6,2
0,6,5,3,12,1,14,15,3
2,6,16,3,16,0,1,12,1
5,7,5,3,15,2,4,19,13
5,6,6,3,10,4,6,25,22
1,6,5,4,12,4,13,11,1
2,6,13,4,15,2,14,10,2
1,8,7,2,13,3,11,11,1
2,7,5,3,14,2,14,11,2
10,6,11,4,6,3,1,39,22
6,6,14,2,17,5,10,7,1
5,6,14,1,6,5,1,45,21
1,6,5,2,12,1,11,11,2
8,7,7,1,16,5,9,1,1
6,6,14,2,4,3,11,38,23
7,6,24,3,14,2,17,19,1
6,6,19,3,16,2,13,13,4
12,6,22,2,19,1,1,6,14
0,6,5,3,5,5,14,25,13
3,7,19,3,12,1,17,14,2
7,6,8,3,0,2,3,51,33
2,6,7,3,14,0,11,18,5
2,6,26,1,12,3,17,25,3
12,8,25,4,19,3,1,7,14
2,6,8,4,14,2,14,14,2
2,8,10,3,16,5,13,7,1
0,6,5,4,10,5,13,17,5
5,6,5,1,5,5,4,30,22
0,6,4,3,12,3,13,14,2
2,8,8,3,16,1,9,4,2
1,6,10,4,12,2,13,11,2
10,6,26,0,18,1,17,24,14
5,6,5,3,1,1,11,42,9
1,6,8,0,6,5,8,1,1
6,5,23,3,15,2,13,19,7
2,6,7,2,16,3,9,1,1
12,7,24,2,13,0,13,25,22
5,6,6,4,15,2,12,19,7
0,6,8,2,13,5,12,11,2
0,6,15,3,14,5,17,23,1
0,6,28,1,11,2,18,30,4
10,6,15,3,6,5,1,37,22
7,6,23,3,17,1,11,11,2
5,6,6,4,10,5,4,18,6
2,5,7,3,11,3,9,17,9
11,7,23,2,13,3,15,19,11
2,8,12,3,16,5,9,2,1
10,6,15,4,19,5,1,9,30
2,8,14,3,19,3,15,13,12
5,6,6,4,15,3,14,19,7
2,6,12,2,15,4,11,11,1
2,8,8,3,14,4,12,8,1
0,6,5,2,14,3,10,11,1
10,6,14,1,0,0,1,51,30
2,6,8,3,16,2,9,1,1
3,7,19,3,17,5,17,11,1
6,6,15,4,17,4,12,40,1
2,6,8,3,14,6,12,11,2
0,7,4,4,12,2,10,11,3
2,4,5,3,10,2,11,18,9
0,4,10,3,13,5,18,30,3
2,6,7,3,16,2,9,2,1
2,6,10,3,14,1,9,11,2
2,7,8,3,3,2,2,53,32
0,4,2,1,12,3,13,11,2
1,6,5,4,13,4,12,11,2
12,6,24,2,7,3,1,8,23
2,7,12,3,15,5,14,7,1
2,6,14,3,14,5,17,11,1
2,4,12,2,14,3,17,15,1
2,8,12,3,14,3,10,9,1
5,8,10,1,5,6,2,46,26
2,5,9,0,14,5,12,9,2
2,6,8,0,15,0,12,11,1
0,8,4,3,6,6,11,39,20
2,6,12,3,14,2,17,14,2
0,6,5,4,11,3,12,16,7
5,8,8,4,3,5,6,37,19
12,4,24,3,19,2,1,52,29
5,6,19,4,15,2,14,19,5
2,6,15,0,7,3,12,38,20
5,6,16,4,16,3,10,9,2
2,8,5,2,15,1,9,8,2
8,4,23,2,18,3,6,19,12
2,6,13,0,15,3,15,11,1
2,6,14,4,15,3,13,7,1
0,6,15,2,12,5,18,15,5
1,6,5,4,12,2,13,14,2
5,6,3,1,10,2,4,32,5
2,6,10,2,14,2,13,11,1
12,6,10,2,19,2,1,12,30
0,6,27,1,10,1,18,30,4
2,8,6,4,14,3,12,8,2
2,6,12,4,14,2,16,14,2
0,6,2,3,10,4,13,14,5
10,4,10,2,3,0,1,53,28
2,4,25,2,14,3,13,10,1
2,6,12,3,14,3,17,19,2
10,8,9,3,0,2,1,51,30
2,8,15,3,6,2,16,18,7
0,6,12,3,12,6,15,11,1
0,6,17,2,6,3,13,39,21
0,6,5,2,11,3,13,19,4
3,8,8,3,17,5,9,1,1
6,6,12,4,17,3,8,1,1
10,6,11,3,0,1,1,49,29
1,7,5,2,14,3,12,11,2
0,6,19,2,10,2,12,15,3
2,6,5,3,12,1,11,11,2
0,6,19,4,13,3,17,13,5
10,6,8,3,2,6,1,49,30
2,6,14,3,14,5,15,13,1
5,6,5,3,5,5,5,30,19
8,6,22,2,19,6,14,11,1
5,6,5,3,15,5,5,5,13
0,6,5,3,11,3,12,16,4
6,6,8,2,17,3,8,1,1
2,6,8,4,14,3,10,11,1
0,6,5,2,12,2,12,17,3
2,6,28,2,15,4,17,27,1
2,6,12,3,15,2,13,11,2
0,4,24,2,12,3,18,23,3
10,6,4,4,5,3,1,39,23
2,6,10,3,14,2,11,15,1
0,6,5,3,10,2,13,30,4
5,5,5,2,9,3,4,23,14
5,6,5,2,9,1,7,41,20
2,6,8,2,16,4,12,9,2
2,6,9,3,16,3,9,1,1
0,6,5,4,10,5,18,31,5
12,4,26,2,18,4,10,11,9
1,4,5,3,13,2,13,11,1
0,6,17,2,10,2,17,13,1
0,5,4,3,13,5,13,11,2
6,6,5,3,5,2,4,40,22
12,6,25,3,19,2,9,5,13
0,6,5,3,12,4,11,15,3
2,4,12,3,16,4,11,9,2
0,4,23,2,11,2,18,29,3
6,6,5,4,7,4,11,38,13
2,6,15,3,15,4,12,9,1
1,6,5,4,13,3,11,11,1
2,6,13,3,14,0,12,14,2
2,6,9,2,16,3,9,9,1
1,6,5,2,13,2,13,15,2
6,7,16,4,17,3,11,1,1
12,6,25,3,19,1,1,9,13
2,6,7,3,10,3,10,17,9
2,6,12,2,14,1,12,11,2
1,5,19,3,12,4,17,11,1
6,6,5,3,4,5,3,43,19
2,6,10,2,15,0,11,11,1
2,4,12,4,16,5,9,4,1
2,6,15,3,14,2,17,11,2
0,6,19,2,12,2,17,19,4
2,6,8,2,14,2,8,1,2
2,6,5,3,16,1,9,2,2
2,8,8,4,16,3,9,4,2
10,6,10,4,3,6,1,36,27
6,6,6,2,2,4,7,1,20
2,7,13,3,14,3,12,40,9
2,6,5,1,15,5,13,11,4
2,6,16,4,15,3,9,2,2
0,8,5,3,10,4,14,15,5
2,4,5,1,14,4,9,1,2
5,6,5,2,10,1,3,19,13
1,6,25,3,12,5,17,9,1
2,8,5,3,14,1,9,7,2
3,6,12,3,17,1,11,10,1
0,6,17,4,6,3,17,39,24
6,5,19,2,14,4,17,19,3
2,6,12,1,6,3,1,38,21
5,6,6,3,9,2,3,26,13
0,6,19,2,14,2,17,19,7
2,6,17,2,14,1,17,14,2
0,7,24,2,12,2,18,14,3
2,6,12,2,16,3,9,9,1
2,6,5,2,16,3,9,1,2
0,4,27,1,10,3,18,32,5
5,6,4,2,4,3,11,40,21
1,5,9,3,13,5,15,13,1
2,6,14,3,15,1,9,6,9
5,8,5,2,6,4,3,35,21
2,6,12,0,14,0,15,13,2
0,6,5,2,5,4,12,15,21
7,4,4,3,0,2,3,54,32
0,6,24,3,12,1,18,29,3
5,6,5,4,6,3,4,37,22
1,6,12,3,3,2,12,1,2
2,6,8,4,16,2,1,1,2
12,8,22,3,19,6,1,6,12
10,8,12,3,0,5,1,54,31
5,6,4,4,5,4,4,41,22
10,5,12,1,0,4,1,46,27
10,8,8,1,0,5,1,51,30
2,6,8,4,15,3,13,13,2
2,6,5,3,14,3,11,10,2
2,6,8,4,16,1,9,1,1
2,8,9,3,16,5,9,7,1
2,6,8,3,16,4,11,9,1
0,6,17,3,9,1,17,16,3
2,4,5,4,14,3,12,11,2
2,6,12,2,13,2,13,11,2
2,6,13,4,14,0,15,14,2
5,8,5,3,9,5,3,24,21
0,6,26,1,10,4,18,30,5
2,6,16,4,16,1,12,9,2
0,7,26,2,12,2,18,29,3
2,4,14,3,10,3,15,18,7
5,6,15,4,17,3,8,1,1
2,6,16,3,14,3,17,22,2
5,6,5,2,5,5,3,31,19
0,6,24,3,12,2,18,25,2
3,6,16,4,15,1,17,14,2
0,7,5,3,6,3,12,30,13
2,6,21,0,14,0,17,8,1
5,6,7,3,17,3,7,1,2
1,8,5,3,14,5,11,10,1
2,6,25,1,15,3,17,19,1
8,6,12,0,14,3,13,1,1
6,6,19,4,14,2,13,11,1
1,6,8,3,16,5,12,8,1
6,8,19,4,16,5,11,8,1
0,4,2,3,13,5,12,15,4
5,6,5,2,10,6,3,23,13
0,6,21,2,12,2,18,30,3
0,6,14,0,7,3,17,37,13
10,6,11,3,3,5,1,41,27
12,7,25,3,19,2,1,8,14
2,6,10,3,14,1,11,9,2
1,6,8,4,13,3,15,14,2
6,8,4,3,4,2,2,37,23
2,6,21,0,15,3,15,19,1
3,6,8,2,16,2,9,4,1
12,6,24,4,19,3,1,10,12
5,6,5,3,10,1,13,19,14
5,6,5,3,4,4,4,42,22
3,6,12,3,17,1,12,1,2
0,6,27,2,10,3,17,32,5
6,6,19,4,15,1,12,20,5
3,6,9,3,17,1,9,2,2
6,6,19,4,15,3,13,20,7
3,6,16,2,13,3,17,13,2
2,6,19,2,15,2,17,19,2
0,6,5,2,10,3,13,16,5
1,8,5,3,11,3,12,18,7
2,4,5,3,12,1,6,11,2
5,6,5,3,10,4,3,16,9
10,8,8,2,0,3,1,50,30
10,8,18,2,5,3,9,35,22
10,6,12,2,4,3,1,1,1
1,4,4,3,13,5,9,5,1
2,6,5,4,15,3,12,9,2
2,6,27,4,14,3,17,15,2
5,6,19,1,15,5,12,19,5
2,4,14,3,14,3,17,15,2
5,6,20,4,15,5,14,19,9
5,6,19,2,15,3,13,19,5
3,6,14,3,17,2,11,9,2
2,8,12,3,16,4,9,7,1
10,6,10,3,5,6,1,51,29
10,6,11,3,3,5,1,37,29
2,7,16,2,15,3,14,2,1
0,6,3,3,11,5,17,20,4
0,6,25,0,7,3,14,30,7
5,6,4,3,5,6,2,52,22
1,6,5,2,14,3,11,8,2
0,6,8,4,12,3,13,11,2
6,8,19,2,15,3,13,19,5
5,6,5,4,6,5,2,29,22
2,4,5,3,7,3,12,37,26
8,8,5,3,10,3,2,18,10
10,6,10,0,0,3,1,54,29
1,8,5,4,14,3,14,7,2
6,6,19,3,16,2,12,11,2
2,6,8,0,15,3,11,6,1
5,6,5,3,5,5,2,31,18
10,8,12,3,6,3,1,37,27
10,6,15,3,3,3,11,40,29
5,6,13,2,17,3,11,7,2
8,5,25,2,12,1,5,26,23
2,8,12,3,15,2,11,11,1
9,8,17,3,5,2,1,37,30
10,8,11,3,5,2,1,39,28
6,6,19,3,16,2,13,19,5
6,6,5,4,3,5,4,23,9
0,7,5,3,13,5,13,11,1
6,6,12,4,17,3,9,1,1
0,6,28,1,10,3,18,30,3
2,6,13,4,16,1,15,14,1
5,4,9,3,9,1,2,23,9
5,4,5,4,10,1,3,19,13
0,6,10,3,12,1,13,15,3
9,8,17,3,0,2,1,48,31
2,6,9,3,16,2,9,6,1
0,5,25,2,12,2,18,30,3
2,6,15,0,7,3,13,36,19
1,6,23,4,12,2,17,26,2
0,6,25,2,12,0,18,30,3
1,6,5,4,11,3,14,15,4
6,6,4,4,6,5,6,39,22
6,6,14,2,15,3,11,11,2
5,5,5,3,13,3,5,25,14
0,6,19,3,11,2,17,19,7
5,6,12,3,14,1,11,9,2
5,6,5,4,11,2,3,18,7
10,6,14,1,15,0,11,16,29
5,6,5,2,4,2,5,40,19
2,6,21,1,14,5,12,11,1
2,8,8,3,14,5,12,9,1
0,6,5,3,12,2,13,16,2
12,6,23,2,19,2,1,4,15
5,6,5,3,7,5,7,37,13
10,6,15,2,6,4,1,36,29
0,6,19,4,12,1,17,19,7
2,6,12,2,16,5,9,2,1
1,6,7,2,13,2,12,14,1
2,8,12,3,16,4,13,11,1
6,6,4,3,15,5,9,2,1
2,6,8,2,14,4,12,10,1
10,6,15,3,8,3,1,37,29
2,8,8,3,14,3,11,10,2
8,6,2,1,10,2,3,7,5
6,8,19,3,15,2,12,18,5
5,8,14,2,17,3,11,15,14
6,5,26,2,18,2,18,18,3
2,5,5,3,1,2,5,54,24
0,6,16,2,10,2,17,40,4
10,6,10,1,4,4,1,41,27
1,6,8,3,13,5,17,14,1
2,6,23,3,14,5,17,30,1
12,5,22,2,13,2,6,27,12
10,6,16,2,5,2,9,33,23
1,7,14,2,13,3,17,16,1
0,6,27,2,12,1,18,32,5
6,7,5,2,12,2,7,1,2
6,6,5,4,7,5,3,29,19
0,4,3,3,12,5,12,14,3
5,6,5,3,9,1,3,41,14
10,8,16,2,6,3,1,38,28
5,7,5,2,9,1,2,25,22
6,6,5,3,6,5,4,37,18
10,8,11,2,0,5,1,53,31
5,6,5,3,10,1,4,25,11
1,4,8,3,12,5,13,11,1
2,6,19,3,15,3,14,18,1
10,6,11,4,0,2,1,53,32
0,6,5,3,12,1,13,13,2
12,6,24,2,19,4,1,11,13
2,5,7,3,14,3,16,17,9
2,6,9,4,16,3,9,2,2
1,6,6,4,16,5,9,7,1
2,6,12,2,14,2,17,13,1
5,6,22,4,15,2,7,24,6
2,5,5,2,16,2,7,1,2
10,8,11,3,4,3,1,50,27
1,7,5,3,13,1,12,20,7
5,6,6,3,15,2,7,40,13
2,6,14,4,14,2,15,8,2
10,8,15,3,6,3,9,35,23
6,5,23,2,17,2,13,19,1
5,6,19,3,9,3,13,19,7
6,6,4,1,7,5,2,52,27
6,8,7,3,17,5,9,1,1
2,6,12,4,15,3,12,4,1
0,6,5,3,10,1,17,15,7
7,4,8,3,0,2,2,54,32
0,6,2,2,12,2,10,15,3
10,8,10,1,0,0,1,52,30
0,6,5,3,10,5,13,16,5
2,5,7,2,16,3,15,11,1
10,6,16,3,4,5,1,51,27
1,8,19,3,12,3,17,15,1
2,6,26,2,14,3,15,19,7
0,6,16,3,12,5,17,13,3
10,6,18,2,5,4,1,41,29
1,6,5,4,14,5,11,10,2
2,8,6,3,16,5,9,4,1
2,4,9,4,15,3,14,6,2
0,6,5,3,12,1,12,16,9
5,6,16,3,6,5,5,37,17
10,7,4,4,18,2,10,7,2
0,6,3,2,12,2,15,16,2
5,5,19,3,15,4,13,19,5
3,6,4,3,17,1,9,8,2
1,8,4,4,5,4,5,51,23
1,6,9,3,12,4,13,11,1
2,6,9,2,15,3,11,9,1
2,6,5,3,15,4,9,8,2
6,8,16,3,0,0,3,47,29
10,6,17,2,5,3,1,39,28
2,4,5,3,16,1,9,2,2
5,6,16,2,7,0,12,31,25
3,8,15,4,13,3,12,37,2
0,6,5,3,14,2,12,14,2
0,6,28,2,10,4,17,30,5
0,6,19,2,12,2,18,31,5
2,6,15,2,16,1,14,14,2
1,6,3,3,13,5,13,13,1
