native-country,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week
0.9171346,2,4,0,11,6,2,4,0,4,1,0,0,3
0.062354717,1,4,1,11,8,2,3,0,4,1,0,0,3
0.9153972,1,4,1,11,5,2,12,1,4,1,0,0,3
0.9029337,2,4,0,11,8,2,12,0,4,1,0,0,5
0.9154289,5,4,0,11,5,2,3,0,4,1,0,0,3
0.90020543,0,4,1,15,6,4,12,1,4,0,0,0,3
0.36570445,0,4,1,15,6,4,3,3,4,1,0,0,3
0.4725279,0,4,1,15,6,4,8,3,4,1,0,0,3
0.9117061,5,4,0,11,2,6,0,1,4,0,0,0,3
0.9180812,2,4,1,9,8,2,12,0,4,1,0,0,5
0.91138387,2,4,1,11,5,2,12,0,4,1,0,0,3
0.90579706,1,4,1,11,5,2,7,0,4,1,0,0,3
0.9015363,4,4,0,9,8,2,4,0,4,1,0,0,5
0.9105477,0,4,1,11,5,4,12,1,4,1,0,0,3
0.9175385,4,4,1,11,8,2,4,0,4,1,0,0,6
0.90117025,2,4,1,11,5,2,4,0,4,1,0,0,3
0.8971699,3,4,1,11,5,2,12,0,4,1,0,0,3
0.9260277,2,4,1,11,5,2,10,0,4,1,0,0,3
0.90656334,0,4,1,15,6,4,1,1,4,1,0,0,3
0.90515625,2,4,1,11,5,2,1,0,4,1,0,0,3
0.31484804,1,4,1,11,5,4,8,1,4,1,0,0,3
0.09562843,1,4,1,11,5,4,8,1,4,1,0,0,3
0.9084265,2,4,1,11,5,2,14,0,4,1,0,0,3
0.88064915,1,4,1,11,5,2,3,0,4,1,0,0,3
0.91180766,4,4,1,9,8,2,10,0,4,1,0,0,6
0.9102262,5,4,1,11,5,2,12,0,4,1,0,0,3
0.48643398,1,4,1,4,0,2,6,0,4,1,0,0,3
0.06253274,3,4,1,11,8,2,10,0,4,1,0,0,3
0.8913802,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9110836,3,4,1,12,8,2,10,0,4,1,0,0,3
0.909489,2,4,1,11,5,2,10,0,4,1,0,0,3
0.8891484,3,4,1,12,8,2,10,0,4,1,0,0,3
0.9113844,3,4,1,11,5,2,12,0,4,1,0,0,3
0.91424185,3,4,1,14,9,2,10,0,4,1,0,0,3
-0.45584974,1,4,1,11,5,2,8,0,4,1,0,0,3
-0.92668456,2,4,1,11,5,2,8,0,4,1,0,0,3
0.92323023,2,4,0,11,5,2,10,0,4,1,0,0,3
0.48560333,3,4,1,9,8,2,4,0,4,1,0,0,3
-0.41992795,1,4,1,11,6,4,8,1,4,1,0,0,3
0.8930889,0,4,1,15,6,4,12,1,4,1,0,0,3
0.89976037,2,4,1,11,5,2,10,0,4,1,0,0,3
-0.7216349,2,4,1,11,5,4,7,1,4,1,0,0,3
0.9216653,4,4,1,11,8,2,4,0,4,1,0,0,3
-0.42439094,2,4,1,11,5,4,8,1,4,1,0,0,3
0.91559154,0,4,1,11,5,4,12,1,4,1,0,0,3
0.42020205,1,4,1,11,5,4,8,4,4,0,0,0,3
0.89968765,0,0,0,11,6,4,0,1,4,0,0,0,0
0.89862734,2,4,1,11,5,2,4,0,4,1,0,0,3
0.8997204,0,4,1,11,5,4,8,1,4,1,0,0,3
0.9067711,2,4,1,11,5,2,4,0,4,1,0,0,3
0.91489136,1,4,1,11,5,2,3,0,4,1,0,0,3
0.91981155,2,4,1,11,5,2,10,0,4,1,0,0,3
0.907723,0,4,1,15,6,4,1,1,4,1,0,0,3
0.8989148,2,4,0,11,6,2,4,0,4,1,0,0,3
0.5437587,1,4,1,11,5,4,8,2,4,1,0,0,3
0.90181583,2,4,1,11,5,2,3,0,4,1,0,0,3
-0.9283466,2,4,1,11,5,0,8,1,4,0,0,0,3
0.9069007,2,4,0,11,8,2,12,0,4,1,0,0,5
0.9116723,2,4,1,11,5,2,1,0,4,1,0,0,3
0.898668,2,4,1,11,8,2,10,0,4,1,0,0,3
0.91899306,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9006303,3,4,1,15,5,4,1,4,2,1,0,0,3
0.9133147,1,4,1,8,6,4,3,0,4,1,0,0,3
0.8998956,1,4,1,11,5,2,7,0,4,1,0,0,3
0.90869117,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9000071,2,4,1,11,8,2,10,0,4,1,0,0,3
0.25476712,3,4,1,9,8,2,4,0,4,1,0,0,3
0.91874903,0,4,1,15,6,4,12,1,4,1,0,0,3
0.90403575,3,4,1,11,8,2,12,0,4,1,0,0,5
-0.74022514,0,4,1,15,6,4,8,3,4,0,0,0,2
0.90799075,0,4,1,15,6,4,12,3,4,1,0,0,2
0.89571804,0,4,1,11,5,4,1,4,4,0,0,0,3
0.90542394,2,4,1,11,5,0,8,4,4,0,0,0,3
0.8997153,0,4,1,15,6,4,1,1,4,1,0,0,3
0.90659356,2,4,0,11,8,4,10,1,4,1,0,0,3
0.4138404,0,4,1,0,3,4,8,3,4,1,0,0,3
-0.61699253,1,4,1,9,8,2,4,0,4,1,0,0,3
0.9063542,1,4,1,11,5,2,12,1,4,1,0,0,3
0.9243062,1,4,1,11,5,2,7,0,4,1,0,0,3
0.9106252,1,4,1,11,5,2,3,1,4,1,0,0,3
0.90367645,1,4,1,7,7,2,10,0,4,1,0,0,3
0.90937746,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9103581,2,4,1,11,5,2,4,0,4,1,0,0,3
0.3140438,0,4,1,15,6,4,3,3,4,1,0,0,3
0.90477026,2,4,1,11,5,2,4,0,4,1,0,0,3
-0.34001166,1,4,1,11,5,4,8,1,4,1,0,0,3
-0.709978,1,4,1,11,8,4,10,1,4,1,0,0,3
0.89832026,2,4,1,11,5,2,12,0,4,1,0,0,3
0.90180475,0,4,1,11,5,4,1,4,4,0,0,0,3
0.91001624,3,4,1,11,5,2,12,0,4,1,0,0,3
0.9112327,2,4,1,11,5,2,4,0,4,1,0,0,3
-0.71213126,4,4,1,11,8,2,4,0,4,1,0,0,3
-0.22237633,1,4,1,11,5,4,7,1,4,1,0,0,3
0.9072705,0,0,1,11,5,4,0,3,4,1,0,0,3
0.9083089,2,4,1,11,5,2,3,0,4,1,0,0,3
0.91289085,0,4,1,15,6,4,1,1,4,1,0,0,3
0.9150544,4,4,1,9,8,2,10,0,4,1,0,0,3
0.91673654,1,4,1,11,5,2,12,1,4,1,0,0,3
0.910761,2,4,1,11,5,2,10,0,4,1,0,0,3
0.90914303,2,4,1,11,5,2,10,0,4,1,0,0,3
0.600574,1,4,1,11,5,2,6,0,4,1,0,0,3
0.50760674,3,4,1,9,8,2,4,0,4,1,0,0,3
0.9212073,1,4,1,11,5,2,12,1,4,1,0,0,3
0.911894,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9130317,2,4,1,11,5,2,3,0,4,1,0,0,3
0.92047864,2,4,0,11,5,4,10,1,4,0,0,0,3
0.90634173,3,4,1,9,8,2,10,0,4,1,0,0,3
0.905242,1,4,1,11,5,2,3,0,4,1,0,0,3
0.19061042,1,4,1,11,5,4,8,0,4,1,0,0,3
0.92322236,1,4,0,11,5,2,3,0,4,1,0,0,3
0.91942006,0,4,1,11,5,4,8,3,4,1,0,0,3
0.9066591,3,4,1,11,8,2,4,0,4,1,0,0,3
-0.42965877,1,4,1,11,5,4,8,1,4,1,0,0,3
0.42321715,1,4,1,15,6,4,7,0,4,1,0,0,3
0.90188,1,4,1,11,5,2,3,0,4,1,0,0,3
0.9056755,1,4,1,11,5,2,3,0,4,1,0,0,3
0.9113629,2,4,0,11,5,0,1,1,4,0,0,0,3
0.9078492,2,4,1,11,5,2,4,0,4,1,0,0,3
0.90701497,3,4,1,11,5,2,12,0,4,1,0,0,3
0.89512146,3,4,1,9,8,2,10,0,4,1,0,0,3
0.92800814,1,4,1,11,5,4,10,1,4,1,0,0,3
-0.1270685,1,4,1,11,5,4,8,1,4,1,0,0,3
0.90439636,1,4,1,11,5,4,3,0,4,1,0,0,3
0.9073186,3,4,1,15,5,4,1,4,2,1,0,0,3
0.90809387,4,5,0,11,8,2,4,0,4,1,0,0,6
0.903866,3,4,1,11,5,2,12,0,4,1,0,0,3
0.90135056,3,4,1,11,5,2,12,0,4,1,0,0,3
0.8889253,2,4,1,11,8,2,10,0,4,1,0,0,3
0.9063926,3,4,1,11,5,2,4,0,4,1,0,0,3
0.89384574,1,4,0,11,5,2,3,0,4,1,0,0,3
0.02056527,1,4,1,11,8,2,3,0,4,1,0,0,3
0.9179505,3,4,1,9,8,2,10,0,4,1,0,0,3
0.9173943,3,4,1,11,5,2,12,0,4,1,0,0,3
0.9207217,2,4,1,11,5,2,3,0,4,1,0,0,3
0.70423096,1,4,1,11,5,2,10,0,4,1,0,0,3
0.8976666,2,4,1,11,5,2,1,0,4,1,0,0,3
-0.9525806,2,4,1,11,8,2,10,0,4,1,0,0,3
0.9065551,1,4,1,11,5,2,12,1,4,1,0,0,3
0.35321677,1,4,1,11,5,2,8,0,4,1,0,0,3
0.89702165,2,4,1,11,5,2,10,0,4,1,0,0,3
0.92175215,2,4,1,11,5,2,4,0,4,1,0,0,3
0.908066,0,4,1,15,6,4,1,1,4,1,0,0,3
-0.9542785,2,4,1,15,8,4,10,1,4,1,0,0,3
-0.95734274,0,4,1,15,6,4,0,1,4,1,0,0,3
0.9057191,0,4,1,9,8,4,12,3,4,0,0,0,3
0.9068846,0,0,0,11,6,2,0,1,4,0,0,0,1
0.9112272,1,4,0,11,5,2,3,0,4,1,0,0,3
0.89919704,1,4,1,11,5,4,12,1,4,1,0,0,3
0.9058616,0,4,1,11,5,4,8,1,4,1,0,0,3
0.9079544,3,4,1,11,5,0,4,1,4,0,0,0,3
0.9062416,2,4,1,11,5,2,4,0,4,1,0,0,3
0.90416795,3,4,1,11,6,2,4,0,4,1,0,0,3
0.9017862,1,6,0,11,5,2,5,0,4,1,0,0,3
0.9088983,2,4,0,11,8,2,12,0,4,1,0,0,5
0.90763783,4,4,1,11,8,2,4,0,4,1,0,0,3
0.9118593,1,4,1,11,5,2,12,1,4,1,0,0,3
-0.5481404,0,4,1,15,6,4,8,3,4,1,0,0,3
0.9117563,0,4,1,15,6,4,12,3,4,1,0,0,3
0.91454554,3,4,1,11,8,2,4,0,4,1,0,0,3
0.90937936,1,4,1,9,8,2,4,0,4,1,0,0,3
0.9000757,6,4,0,11,5,6,0,1,4,0,0,0,3
0.9162327,0,4,1,15,6,4,12,1,4,1,0,0,3
0.91646457,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9037326,2,4,0,11,8,4,10,1,4,1,0,0,3
0.8824282,3,4,1,9,8,2,10,1,4,1,0,0,3
0.90769786,1,4,1,11,5,4,1,1,4,1,0,0,3
-0.3960382,1,4,1,11,8,2,3,0,4,1,0,0,3
0.91361094,2,4,1,11,5,2,10,0,4,1,0,0,3
0.4609452,1,4,1,11,5,2,8,0,4,1,0,0,3
0.9045326,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9096513,3,4,1,9,8,2,10,0,4,1,0,0,3
-0.1850259,1,4,1,11,5,4,8,1,4,1,0,0,3
0.28808266,0,4,1,11,2,4,6,0,4,1,0,0,3
0.91421056,4,4,1,9,8,2,4,0,4,1,0,0,3
0.9069789,3,4,1,11,5,2,3,0,4,1,0,0,3
0.9091481,3,6,1,11,5,2,4,0,4,1,0,0,3
0.9202585,4,4,1,11,8,2,4,0,4,1,0,0,3
0.9312249,2,4,1,11,5,2,10,0,4,1,0,0,3
0.91832167,3,4,1,11,5,2,12,0,4,1,0,0,3
0.90052795,0,4,1,15,6,4,12,3,4,1,0,0,3
0.90446794,0,4,1,15,6,4,1,1,4,1,0,0,3
0.9087623,0,4,1,11,5,4,1,1,4,1,0,0,3
0.89747304,3,4,1,11,5,2,4,0,4,1,0,0,3
0.8998203,2,4,0,11,8,4,10,1,4,1,0,0,3
-0.8419284,0,4,0,15,6,4,8,3,4,1,0,0,3
0.9214204,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9179236,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9126077,1,4,1,11,5,2,3,0,4,1,0,0,3
0.90861064,3,4,1,11,5,2,12,0,4,1,0,0,3
0.9045312,5,4,1,4,1,2,3,0,4,1,0,0,3
-0.99420124,2,4,1,11,5,4,8,1,4,1,0,0,3
-0.86780024,2,4,1,11,5,4,8,1,4,1,0,0,3
0.9053103,3,4,0,11,5,2,1,5,4,0,0,0,3
0.9178731,3,6,1,9,8,2,10,0,4,1,0,0,5
0.90833837,0,4,1,11,5,4,12,1,4,1,0,0,3
-0.09467929,1,4,1,3,0,2,8,0,4,1,0,0,3
0.9057157,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9014927,0,4,1,15,6,4,12,1,4,1,0,0,3
0.91349727,0,4,1,11,5,4,12,1,4,1,0,0,3
0.88862807,0,4,1,11,5,4,7,3,4,1,0,0,3
0.9047223,1,4,1,11,5,2,3,0,4,1,0,0,3
0.904145,1,4,1,11,5,2,3,0,4,1,0,0,3
0.90403,3,4,1,11,8,2,4,0,4,1,0,0,3
0.9298415,0,4,1,15,6,4,12,3,4,1,0,0,3
0.9175012,3,4,1,11,5,2,12,0,4,1,0,0,3
0.20884451,1,4,1,11,5,4,8,1,4,1,0,0,3
0.91903144,2,4,1,11,5,2,10,0,4,1,0,0,3
0.90310276,0,4,1,15,6,4,12,1,4,1,0,0,3
0.883086,0,4,1,11,5,4,8,1,4,1,0,0,3
0.90503603,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9203052,3,4,1,11,8,2,4,0,4,1,0,0,3
0.910261,1,4,1,11,5,2,12,1,4,1,0,0,3
0.9006618,3,4,0,9,8,2,10,0,1,1,0,0,3
0.9131258,3,4,1,11,8,2,12,0,4,1,0,0,5
0.9089838,2,4,1,11,5,2,10,0,4,1,0,0,3
0.42141813,0,4,1,15,6,4,8,1,4,0,0,0,3
0.92707294,0,4,1,11,5,4,12,1,4,1,0,0,3
0.45560536,1,4,1,11,5,2,8,0,4,1,0,0,3
0.91723114,3,4,1,11,5,2,12,0,4,1,0,0,3
0.9317768,0,4,1,15,6,4,12,3,4,1,0,0,3
0.9042111,2,4,1,11,5,2,3,0,4,1,0,0,3
0.90132195,2,4,1,11,5,2,3,0,4,1,0,0,3
-0.986844,5,4,1,11,5,2,12,0,4,1,0,0,3
0.90212,4,4,1,11,8,2,4,0,4,1,0,0,3
0.89983994,3,4,1,11,5,0,4,1,4,0,0,0,3
0.910511,2,4,1,11,5,2,14,0,4,1,0,0,3
0.90174514,3,6,1,11,5,2,4,0,4,1,0,0,3
0.90736353,2,4,1,11,5,2,3,0,4,1,0,0,3
0.90067005,2,4,1,11,5,2,1,0,4,1,0,0,3
0.90335083,4,4,1,11,8,2,4,0,4,1,0,0,3
0.90386635,3,4,1,9,8,2,10,0,4,1,0,0,3
0.91004133,2,4,1,11,8,2,10,0,4,1,0,0,3
0.8994743,2,4,1,11,5,2,12,0,4,1,0,0,3
0.9032037,1,4,1,9,8,2,4,0,4,1,0,0,3
0.90299445,1,4,1,9,8,2,4,0,4,1,0,0,3
0.90058035,0,0,1,11,5,4,0,3,4,1,0,0,3
0.9085626,2,4,1,11,5,2,1,0,4,1,0,0,3
0.90443,2,4,1,11,5,2,10,0,4,1,0,0,3
0.92162305,3,4,1,9,8,2,10,0,4,1,0,0,3
0.9128062,0,4,1,15,6,4,12,3,4,1,0,0,3
0.90656364,3,4,1,11,5,2,12,0,4,1,0,0,3
0.5551139,1,4,1,11,5,2,8,0,4,1,0,0,3
-0.9764254,2,4,1,15,8,2,4,1,4,1,0,0,3
0.91782445,2,4,1,11,5,2,3,0,4,1,0,0,3
0.90410614,3,4,1,11,5,2,4,0,4,1,0,0,3
-0.0056854924,1,4,1,11,5,4,8,0,4,1,0,0,3
0.9119697,2,4,0,11,6,2,4,0,4,1,0,0,3
0.9144205,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9141457,2,4,0,11,8,4,10,1,4,1,0,0,3
0.91977715,1,4,1,11,5,2,4,0,4,1,0,0,4
0.90498924,2,4,0,11,6,2,4,0,4,1,0,0,3
0.9029271,2,4,1,11,5,2,8,0,4,0,0,0,3
0.9180657,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9059326,1,4,1,9,8,2,4,0,4,1,0,0,3
0.9096312,3,4,1,9,8,2,10,0,4,1,0,0,3
0.9176868,2,4,0,11,8,4,10,1,4,1,0,0,3
0.36646032,3,4,1,9,8,2,10,0,4,1,0,0,3
0.9009055,2,4,1,11,5,2,12,0,4,1,0,0,3
0.9055106,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9096029,0,4,1,11,5,4,12,1,4,1,0,0,3
0.33402407,2,4,1,5,2,2,3,0,4,1,0,0,3
-0.57217336,1,4,1,11,6,2,3,0,4,1,0,0,3
0.91523325,0,4,1,11,5,4,8,3,4,0,0,0,3
0.8979798,1,4,2,11,5,2,1,1,4,1,0,0,3
0.90755117,2,4,1,11,5,2,10,0,4,1,0,0,3
0.8964775,0,4,1,15,6,4,12,3,4,1,0,0,3
0.9205922,3,4,1,11,5,2,12,0,4,1,0,0,3
0.9052315,2,4,1,11,5,2,12,0,4,1,0,0,3
0.91561484,3,4,1,11,5,2,10,0,4,1,0,0,3
0.90547425,3,4,1,9,8,2,4,0,4,1,0,0,3
0.9045378,0,4,1,15,6,4,12,3,4,1,0,0,3
0.91291094,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9119082,0,4,1,15,6,4,12,3,4,1,0,0,3
0.9103301,2,4,0,11,6,2,4,0,4,1,0,0,3
0.90299845,2,4,1,11,5,2,1,1,4,1,0,0,3
0.91595024,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9065835,0,4,1,11,5,4,1,4,4,0,0,0,3
0.907188,2,4,1,11,5,2,12,0,4,1,0,0,3
0.9180619,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9070963,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9116265,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9058778,0,4,1,15,6,4,1,1,4,1,0,0,3
0.90028405,2,4,1,11,5,2,3,0,4,1,0,0,3
0.32934064,3,4,1,9,8,2,4,0,4,1,0,0,3
-0.6480378,2,4,1,15,8,2,4,1,4,1,0,0,3
-0.11132511,1,4,1,11,8,2,3,0,4,1,0,0,3
0.91187626,3,4,1,11,8,2,4,0,4,1,0,0,3
0.9104845,2,4,1,11,5,2,4,0,4,1,0,0,3
0.90644646,2,4,1,11,5,2,12,0,4,1,0,0,3
0.9144438,3,4,1,11,8,2,4,0,4,1,0,0,3
0.9021389,6,0,0,11,5,2,0,0,4,1,0,0,3
-0.26228535,2,4,1,11,5,2,8,0,4,1,0,0,3
-0.9584194,3,4,0,9,8,2,4,1,4,1,0,0,3
0.5912165,0,4,1,11,5,4,8,4,4,0,0,0,3
0.9057959,2,4,1,11,5,2,1,0,4,1,0,0,3
0.92193973,2,4,1,11,5,4,12,1,4,1,0,0,3
0.9075546,1,4,1,7,7,2,3,0,4,1,0,0,3
0.3947012,0,4,1,15,6,4,12,0,4,1,0,0,3
0.9087982,2,4,1,11,5,2,3,0,4,1,0,0,3
-0.8352899,2,4,1,11,5,4,8,1,4,1,0,0,3
0.8996728,1,4,1,9,8,2,4,0,4,1,0,0,3
-0.9198876,2,4,1,11,8,2,10,0,4,1,0,0,3
0.3492556,3,4,1,11,5,2,3,0,4,1,0,0,3
-0.4051389,0,4,1,15,8,4,8,1,4,1,0,0,3
0.9097157,0,4,1,15,6,4,12,3,4,1,0,0,3
0.9239787,2,4,0,11,6,2,4,0,4,1,0,0,3
-0.8354014,2,4,1,11,6,4,8,1,4,1,0,0,3
0.88605684,1,4,1,11,5,4,10,1,4,1,0,0,3
0.9051557,0,4,1,15,6,4,12,3,4,1,0,0,3
0.90680057,3,4,1,11,5,0,4,1,4,0,0,0,3
0.91392076,2,4,0,11,6,2,4,0,4,1,0,0,3
-0.39187694,1,4,1,11,5,4,8,1,4,1,0,0,3
-0.74906754,3,4,1,9,8,2,10,0,4,1,0,0,3
0.90956414,2,4,1,11,5,0,1,4,4,0,0,0,3
0.9044671,2,4,0,11,5,2,3,0,4,1,0,0,3
0.9100855,2,4,1,11,5,2,12,0,4,1,0,0,3
0.9190351,3,4,0,11,5,2,1,5,4,0,0,0,3
0.9113619,2,2,1,9,8,2,10,0,4,1,0,0,3
0.9033468,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9055016,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9115078,3,4,1,11,5,0,8,4,4,0,0,0,3
0.90515697,2,4,0,11,8,4,10,1,4,1,0,0,3
0.9007083,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9078789,2,4,1,11,5,2,4,0,4,1,0,0,3
0.901431,0,4,1,11,5,4,8,1,4,1,0,0,3
0.90698314,2,4,1,11,5,2,1,1,4,1,0,0,3
0.9092157,2,4,1,11,5,2,10,0,4,1,0,0,3
0.8960505,2,4,1,11,5,2,10,0,4,1,0,0,3
-0.9864922,1,4,1,11,6,2,3,0,4,1,0,0,3
0.025905218,1,4,1,4,1,4,8,2,4,1,0,0,3
0.91358304,0,4,1,15,6,4,8,3,4,0,0,0,1
0.9005027,2,4,0,11,6,2,4,0,4,1,0,0,3
0.92171574,1,4,1,11,5,4,12,1,4,1,0,0,3
0.903563,2,4,1,11,5,4,1,4,2,1,0,0,3
-0.93973404,2,4,0,15,6,2,8,0,4,1,0,0,3
0.91430724,0,4,1,15,6,4,12,1,4,1,0,0,3
0.90424925,3,4,1,9,8,2,10,0,4,1,0,0,3
-0.5518616,2,4,1,11,5,4,8,1,4,1,0,0,3
0.9093455,3,4,1,11,8,2,12,0,4,1,0,0,5
0.9072071,0,4,1,15,6,4,12,3,4,1,0,0,3
0.91266495,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9016312,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9154454,3,4,1,15,8,2,12,0,4,1,0,0,5
0.9137505,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9163495,2,4,1,11,5,0,1,4,4,0,0,0,3
0.9188356,3,4,1,11,8,2,4,0,4,1,0,0,3
0.9020661,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9022961,3,4,1,9,8,2,10,0,4,1,0,0,3
0.91126794,0,4,1,11,5,4,12,1,4,1,0,0,3
0.9096149,4,4,1,11,5,2,7,0,4,1,0,0,3
0.91234726,0,4,1,11,5,4,12,1,4,1,0,0,3
0.92254573,3,4,1,9,8,2,10,0,4,1,0,0,3
0.91594917,0,4,1,15,6,4,12,3,4,1,0,0,3
0.92791736,1,4,1,11,5,4,12,1,4,1,0,0,3
0.9117039,3,4,1,12,8,2,10,0,4,1,0,0,3
0.90077984,1,4,1,11,5,2,3,0,4,1,0,0,3
0.7346702,1,4,1,11,5,2,10,0,4,1,0,0,3
0.898595,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9064353,2,4,1,11,5,2,3,0,4,1,0,0,3
0.91144913,2,4,1,11,5,2,4,0,4,1,0,0,3
0.91211635,2,4,1,11,5,2,10,0,4,1,0,0,3
0.34262848,1,4,1,4,1,4,6,0,4,1,0,0,3
0.9144397,2,4,1,15,6,2,4,0,4,1,0,0,3
-0.6097092,0,4,1,11,5,4,6,0,4,1,0,0,3
0.90634346,3,4,1,11,8,2,12,0,4,1,0,0,5
0.9129188,2,4,1,11,5,2,1,0,4,1,0,0,3
0.8997798,2,4,1,11,5,2,10,0,4,1,0,0,3
0.04286379,4,4,0,11,8,2,4,0,4,1,0,0,3
0.9120257,0,4,1,15,6,4,12,3,4,1,0,0,3
0.9021808,2,4,1,11,8,2,10,0,4,1,0,0,3
0.90769964,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9008335,3,4,1,11,5,2,12,0,4,1,0,0,3
0.914069,3,4,1,15,8,2,10,0,4,1,0,0,3
-0.81671226,2,4,1,11,8,2,10,0,4,1,0,0,3
0.90295047,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9069302,1,4,1,15,6,4,1,4,4,0,0,0,3
0.48307568,1,4,1,11,5,4,8,1,4,1,0,0,3
0.91015244,3,4,1,12,8,2,10,0,4,1,0,0,3
0.9215878,2,4,1,11,5,2,10,0,4,1,0,0,3
0.8962926,4,4,0,11,5,4,4,1,4,1,0,0,3
0.89634407,3,4,1,11,5,2,12,0,4,1,0,0,3
0.9022448,1,4,1,11,5,2,12,1,4,1,0,0,3
0.91931975,3,4,1,11,5,2,3,0,4,1,0,0,3
0.90710723,0,4,1,15,6,4,1,1,4,1,0,0,3
0.909642,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9041634,6,4,0,11,5,6,0,1,4,0,0,0,3
0.90386677,2,4,0,11,8,2,4,0,4,1,0,0,3
0.91255045,2,4,1,11,5,2,10,0,4,1,0,0,3
0.90316,4,4,1,9,8,2,10,0,4,1,0,0,3
0.9024854,2,4,1,9,8,2,10,0,4,1,0,0,3
0.90259135,2,4,0,11,8,2,12,1,4,1,0,0,5
0.8936947,3,4,1,11,5,2,3,0,4,1,0,0,3
0.90256655,5,4,1,11,5,2,12,0,4,1,0,0,3
0.90437555,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9115496,4,4,1,11,8,2,4,0,4,1,0,0,6
0.90598613,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9067936,1,4,1,11,5,2,12,1,4,1,0,0,3
0.9105838,3,4,1,11,5,2,4,0,4,1,0,0,3
0.91562074,3,4,1,11,5,2,12,0,4,1,0,0,3
0.90002596,2,4,1,11,5,2,3,1,4,1,0,0,3
0.902211,0,4,1,11,5,4,12,1,4,1,0,0,3
0.897002,2,4,1,11,5,2,3,0,4,1,0,0,3
0.35889158,0,4,1,15,6,4,3,3,4,1,0,0,3
0.9020481,2,4,1,11,5,2,3,0,4,1,0,0,3
0.90862775,0,4,1,15,6,4,12,3,4,1,0,0,3
0.89365184,2,4,1,11,5,2,1,0,4,1,0,0,3
0.90829456,2,4,1,11,5,2,3,0,4,1,0,0,3
0.26879114,1,4,1,11,5,4,8,1,4,1,0,0,3
0.9058844,1,4,1,11,5,2,12,1,4,1,0,0,3
-0.735565,1,4,1,4,0,4,8,1,4,1,0,0,3
0.9187537,2,4,0,11,6,2,4,0,4,1,0,0,3
0.91861135,0,4,1,15,6,4,12,3,4,1,0,0,3
-0.7374878,2,4,1,11,5,4,7,1,4,1,0,0,3
0.9158263,1,4,1,11,5,2,12,1,4,1,0,0,3
-0.045231976,0,4,1,11,5,4,8,1,4,1,0,0,2
0.9153135,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9124525,0,4,1,11,5,4,12,1,4,1,0,0,3
0.9028656,0,4,1,11,5,4,1,4,4,0,0,0,3
0.9155635,1,4,1,11,5,2,12,1,4,1,0,0,3
0.9102531,3,6,1,11,5,2,4,0,4,1,0,0,3
0.9183796,3,4,1,11,8,2,12,0,4,1,0,0,5
-0.905868,1,4,1,11,6,2,3,0,4,1,0,0,3
0.9181382,1,4,1,11,5,2,12,1,4,1,0,0,3
0.9104984,2,4,1,11,5,2,10,0,4,1,0,0,3
0.4484083,1,4,1,11,5,4,8,1,4,1,0,0,3
0.9081698,3,4,1,11,5,2,12,0,4,1,0,0,3
0.90797246,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9098045,1,4,1,11,5,2,3,0,4,1,0,0,3
0.9078887,3,4,0,14,9,2,10,0,4,1,0,0,5
0.48808458,1,4,1,11,5,2,8,0,4,1,0,0,3
0.91265523,1,4,1,11,5,2,3,0,4,1,0,0,3
0.91740006,0,4,1,15,6,4,12,1,4,1,0,0,3
0.90136474,2,4,1,11,5,2,3,0,4,1,0,0,3
0.91657984,2,4,1,11,5,2,3,0,4,1,0,0,3
0.897529,3,4,1,12,8,2,10,0,4,1,0,0,3
